OBJECTID,CartID,MSAG_Name,FromStreet,ToStreet,Jurisdiction,District,LengthFeet,InstallDate,ProjectName,VendorProjectName,PCI,Comments,ROW_Type,Surface_Type,PavementWidth,SpeedLimit,OneWay,Owner,ROAD_CLASSIFICATION,RoadFunction,MaintenanceResponsibility,Status,SweepingSchedule,Stage,Historical_ID,GoogleMapView,created_date,last_edited_date,GlobalID,Shape_Length
39136,407598,HAVENBROOK,SMOKE TREE,VALLEY CENTER,San Antonio,6,273.7526344,1980-01-01,Unknown,,54.25,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,407598,http://www.google.com/maps/place/29.42865632N 098.64019704W,2022-11-29 21:23:51,2024-06-23 8:29:06,{088C30E1-5C26-4DBA-9614-7AA3BE47CEBB},273.7526344
39313,416915,FLOYD CURL,LOUIS PASTEUR,MEDICAL DR,San Antonio,8,1325.242584,1980-01-01,Unknown,,89.15,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,62,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,416915,http://www.google.com/maps/place/29.50737022N 098.57348565W,2022-11-29 21:57:22,2024-06-23 8:52:57,{BA50FE19-A7B2-445C-87C1-91AEAC2F4A41},1325.242584
39551,845260,INDIAN WOODS,DE ZAVALA RD,HEIGHTS BEND,San Antonio,8,743.7533439,2016-10-22,"Shavano Retail Center PH 1, Plat # 130607",,85.63,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,30,No,San Antonio,1,Local,COSA - Public Works Dept,Recieved,Schedule1,Existing,845260,http://www.google.com/maps/place/29.57394563N 098.56741828W,2022-11-30 1:11:13,2024-06-23 9:17:13,{E1540541-A227-4D1E-8063-B8D2C11FE3CC},743.7533439
40027,505292,CENTER ST,N POLARIS,N GEVERS ST,San Antonio,2,717.5630944,1980-01-01,Unknown,,83.55,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,IMP Complete,Schedule1,Existing,505292,http://www.google.com/maps/place/29.42256141N 098.45789413W,2022-11-29 19:58:50,2024-06-20 18:01:34,{797A733F-2A9B-4ADF-8919-C0EEA83853CA},717.5630944
40212,312917,STARLIGHT TERRACE,CENTERWAY,EARLYWAY,San Antonio,2,465.2524718,1980-01-01,Unknown,,47.8,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,26,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,312917,http://www.google.com/maps/place/29.53268459N 098.38484060W,2022-11-29 19:09:44,2024-06-24 16:17:11,{F8506DD2-D9CF-4C9E-9243-575D2B2C2050},465.2524718
41017,416536,BABCOCK RD,MEDICAL DR,LAMB RD,San Antonio,7_8,250.1085427,1980-01-01,Unknown,,75.31,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,43,0,No,San Antonio,1,Principal,COSA - Public Works Dept,IMP Complete,Schedule2,Existing,416536,http://www.google.com/maps/place/29.50914654N 098.59011864W,2022-11-29 19:09:44,2024-06-24 6:29:24,{B8F336AE-F4EC-404B-86CB-DCF6B3E86B7B},250.1085427
41183,415951,VON SCHEELE DR,JOHN SMITH DR,MEDICAL DR,San Antonio,8,993.5646582,1980-01-01,Unknown,,34.6,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,IMP Complete,Schedule1,Existing,415951,http://www.google.com/maps/place/29.50980964N 098.58410814W,2022-11-29 20:13:17,2024-06-23 7:27:35,{1D43F8A9-8096-45CE-A306-32D4C47AF70E},993.5646582
42181,310484,DISTRIBUTION,SERVICE CENTER DR,COMMERCE PKWY,San Antonio,2,2475.427942,1980-01-01,Unknown,,30.14,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,310484,http://www.google.com/maps/place/29.47956761N 098.39189381W,2022-11-29 19:49:38,2024-06-24 7:04:59,{1A77BFC2-C702-44D8-8FC0-358877E3E86B},2475.427942
42380,504360,E SOUTHCROSS BLVD,S PRESA ST,BOXELDER,San Antonio,3,410.3598945,1980-01-01,Unknown,,72.13,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,56,35,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,504360,http://www.google.com/maps/place/29.37549725N 098.47467372W,2022-11-29 19:58:50,2024-06-20 18:01:38,{34DE5DF9-8791-4D8E-B857-098898972095},410.3598945
43249,416912,LOUIS PASTEUR,CLINIC DR,FLOYD CURL,San Antonio,8,1097.515488,1980-01-01,Unknown,,87.41,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,35,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,416912,http://www.google.com/maps/place/29.50488250N 098.57325415W,2022-11-29 21:33:13,2024-06-20 18:04:44,{BC9F7ACF-13C7-48F5-9E67-10A261106A5F},1097.515488
43666,517563,WELDER OAK,AJO OAK,DANCING OAK,San Antonio,3,681.977367,2021-11-04,"Heritage Oaks Unit-4, 19-11800324",,97.43,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,517563,http://www.google.com/maps/place/29.31265770N 098.43515978W,2022-11-29 23:54:51,2024-06-20 18:06:08,{1475C617-2C35-4E57-AD04-5F2C7C19DB64},681.977367
44210,504333,LINDA LOU DR,S PRESA ST,BOXELDER,San Antonio,3,754.2527835,1980-01-01,Unknown,,85.78,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504333,http://www.google.com/maps/place/29.37791482N 098.47521829W,2022-11-29 19:27:08,2024-06-24 6:46:42,{31E428AC-A938-448E-87BB-843B41A80047},754.2527835
44355,505433,N GRIMES ST,CENTER ST,E CROCKETT ST,San Antonio,2,306.0408909,1980-01-01,Unknown,,64.37,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,IMP Complete,Schedule1,Existing,505433,http://www.google.com/maps/place/29.42299224N 098.44992355W,2022-11-29 19:22:45,2024-06-24 6:41:11,{F9554139-A8F0-4CCA-942E-EF2AF2253FC2},306.0408909
44677,504628,MONROE,TREMLETT,SCHOOL ST,San Antonio,3,375.5858567,1980-01-01,Unknown,,88.03,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504628,http://www.google.com/maps/place/29.38925564N 098.48264536W,2022-11-29 20:32:17,2024-06-23 7:41:09,{BAD49CF2-49C0-47E5-942A-618D20ECD600},375.5858567
44807,415950,MEDICAL DR,VON SCHEELE DR,BABCOCK RD,San Antonio,8,1945.277104,1980-01-01,Unknown,,29.46,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,415950,http://www.google.com/maps/place/29.51058700N 098.58738426W,2022-11-29 19:45:06,2024-06-24 16:46:57,{3B8F2B08-11FD-4B67-A4BA-87DB9A53320F},1945.277104
45033,8479518,ENGELMANN OAK,WELDER OAK,CURLEW CRK,San Antonio,3,190.0768294,2005-05-25,Unknown,,77,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,Reviewed,Schedule1,Existing,8479518,http://www.google.com/maps/place/29.31404875N 098.43469690W,2022-11-30 1:56:10,2024-06-20 18:06:50,{FBAD4725-C6B1-4246-82A7-76A2C4770935},190.0768294
45742,509530,AT AND T CENTER PKWY,GEMBLER RD,BELGIUM,San Antonio,2,1271.854778,1980-01-01,Unknown,,75.55,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,60,40,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,509530,http://www.google.com/maps/place/29.43715069N 098.43453784W,2022-11-29 21:33:13,2024-06-20 18:04:40,{17FF0FFF-3AD3-4BE7-A22C-EAADDA991C06},1271.854778
45942,511783,AT AND T CENTER PKWY,ANIOL,E HOUSTON ST,San Antonio,2,3382.499233,1980-01-01,Unknown,,81.02,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,60,40,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,511783,http://www.google.com/maps/place/29.42965081N 098.43422031W,2022-11-29 21:57:22,2024-06-20 18:05:32,{EC2EB5D1-A7EF-4E9E-B14D-E0C67F6D9401},3382.499233
45979,416542,LAMB RD,NORMAN LN,MEDICAL DR,San Antonio,7,287.8135527,1980-01-01,Unknown,,20.73,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416542,http://www.google.com/maps/place/29.50638693N 098.59422171W,2022-11-29 20:41:39,2024-06-23 7:50:34,{4707AD1C-B3EB-4E1F-9FBE-241AF5A2BCEC},287.8135527
46420,505366,ST JAMES,PASO HONDO,CENTER ST,San Antonio,2,346.0022221,1980-01-01,Unknown,,90.65,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,26,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505366,http://www.google.com/maps/place/29.42162170N 098.46407630W,2022-11-29 19:01:06,2024-06-24 6:20:28,{8DF16E46-D5E1-4B17-B2A8-750EA0494B80},346.0022221
47020,846038,MEDICAL DR,EWING HALSELL,FLOYD CURL,San Antonio,8,1008.530567,1980-01-01,Unknown,,79.46,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,Yes,San Antonio,1,Minor,COSA - Public Works Dept,New,Schedule2,Existing,846038,http://www.google.com/maps/place/29.50956848N 098.57251438W,2022-11-30 1:11:13,2024-06-20 18:06:22,{B83D0E8B-69C7-4FB1-823D-578CC77F4476},1008.530567
47109,504632,NAYLOR,SCHOOL ST,HANSFORD ST,San Antonio,3,282.042856,1980-01-01,Unknown,,78.76,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504632,http://www.google.com/maps/place/29.38853529N 098.48154869W,2022-11-29 19:22:45,2024-06-24 16:27:53,{A4ABD381-2B77-4831-A605-4D3ED5867414},282.042856
47456,314146,INDUSTRY PARK DR,GOLDFIELD,SPACE CENTER DR,San Antonio,2,617.5401544,1980-01-01,Unknown,,99.61,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,0,No,San Antonio,1,Collector,COSA - Public Works Dept,TBD,Schedule1,Existing,314146,http://www.google.com/maps/place/29.47504996N 098.40341324W,2022-11-29 20:27:43,2024-06-23 7:37:49,{85EF2019-9E21-4C49-B2B3-1D40716859F4},617.5401544
47911,8477795,CORNERWAY BLVD,DIETRICH RD,CENTER STONE,San Antonio,2,808.7793783,1980-01-01,Unknown,,96.09,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule1,Existing,8477795,http://www.google.com/maps/place/29.44245508N 098.38962927W,2022-11-30 1:44:56,2024-06-20 18:06:42,{87587A42-B5D9-4E9F-8DEE-E4BBF9C849E6},808.7793783
48136,319093,TERRA SUMMIT RD,TERRA LOOP RD,CENTER POINT RD,San Antonio,10,404.2804497,1980-01-01,Unknown,,87.53,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,319093,http://www.google.com/maps/place/29.54286440N 098.40899938W,2022-11-29 19:18:21,2024-06-24 16:22:53,{76013374-92DA-45E2-99F5-5B926B77C6E4},404.2804497
48672,415806,FAIRHAVEN ST,MEDICAL DR,BLUFFDALE,San Antonio,8,552.7442135,1980-01-01,Unknown,,82.48,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,44,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,415806,http://www.google.com/maps/place/29.51824537N 098.56343220W,2022-11-29 21:28:30,2024-06-20 18:04:33,{A85155FA-8595-4B72-91A0-89A4DD871D36},552.7442135
48852,406402,CENTERVILLE,CUL-DE-SAC,FARMSVILLE DR,San Antonio,4,582.5969129,1980-01-01,Unknown,,65.85,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,406402,http://www.google.com/maps/place/29.40785760N 098.67460725W,2022-11-29 22:02:14,2024-06-20 18:05:35,{4F33DC34-449D-4825-9F97-4B8E50FB9FDF},582.5969129
49117,505405,N MITTMAN ST,GIBBS ST,CENTER ST,San Antonio,2,151.7502305,1980-01-01,Unknown,,95.88,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505405,http://www.google.com/maps/place/29.42198923N 098.45457000W,2022-11-29 21:19:04,2024-06-20 18:04:12,{A9F16F9C-C69B-4A99-B56F-705614AE391F},151.7502305
49290,307800,CENTER POINT RD,PERRIN BEITEL,NACO-PERRIN BLVD,San Antonio,10,487.5164192,1980-01-01,Unknown,,65.48,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,307800,http://www.google.com/maps/place/29.54227295N 098.41028636W,2022-11-29 20:46:20,2024-06-23 7:55:27,{9E896F61-9D92-45F0-AFFE-37E2748C454C},487.5164192
49580,407606,CRESTFIELD,BROWNLEAF DR,CENTERGROVE,San Antonio,6,271.251957,1980-01-01,Unknown,,69.84,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,407606,http://www.google.com/maps/place/29.42919504N 098.62704155W,2022-11-29 22:07:09,2024-06-20 18:05:44,{4D7B0502-AB57-4971-86E1-40ECCE623E64},271.251957
50006,416729,E PIEDRAS DR,CENTERVIEW,S PIEDRAS DR,San Antonio,7,1079.184851,1980-01-01,Unknown,,84.29,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416729,http://www.google.com/maps/place/29.48647076N 098.56798778W,2022-11-29 19:09:44,2024-06-24 6:26:02,{DBA0E6F5-F5F7-44A1-AA39-2F3A72F0E7ED},1079.184851
50062,310344,FRATT RD,DINN DR,CENTER PARK BLVD,San Antonio,2,287.0028043,1980-01-01,Unknown,,75.8,Pavement width updated based in field reviews. 2/24/23,Street,AC Asphalt Concrete,35.3,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule1,Existing,310344,http://www.google.com/maps/place/29.49168069N 098.39274331W,2022-11-29 20:50:56,2024-06-23 7:59:23,{AB013766-4E82-48DC-9AAC-D66103E86A34},287.0028043
50273,425931,W PIEDRAS DR,CENTERVIEW,S PIEDRAS DR,San Antonio,7,1227.075609,1980-01-01,Unknown,,83.99,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,425931,http://www.google.com/maps/place/29.48503903N 098.56993838W,2022-11-29 20:50:56,2024-06-20 18:03:13,{06AC6B42-0973-4FC7-8F35-8721FAAABEE8},1227.075609
50458,845281,TOWER OF THE AMERICAS WAY,IH 37 S ACCESS RD,MONTANA ST,San Antonio,1,186.7072179,2014-12-15,Unknown,,89.6,HB Gonzalez Convention Center Sub Plat #13-0609,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Minor,COSA - Public Works Dept,Active,Nightly,Existing,845281,http://www.google.com/maps/place/29.41930472N 098.48094281W,2022-11-30 1:11:13,2024-06-23 9:17:19,{B5425B8D-02E0-4D71-BC21-8E88C0232038},186.7072179
50605,8481264,COOK BEND,ZOELLER CORNER,ELDER BEND,San Antonio,3,790.1898106,2021-06-29,Mission Del Lago Unit 14B (T.I.F.) Plat #20-11800018,,93.24,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,30,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,8481264,http://www.google.com/maps/place/29.29460480N 098.48045084W,2022-11-30 2:01:48,2024-06-20 18:06:52,{AD85CA26-CCC2-407D-A1D4-4C84572A2240},790.1898106
50913,415964,OAKLAND RD,S RINCON BLVD,N RINCON BLVD,San Antonio,8,886.4635924,2022-06-08,Medical Center Residential Replat and Sub Plat 20-11800279,,96.96,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,32,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,415964,http://www.google.com/maps/place/29.52386906N 098.59440392W,2022-11-29 23:13:08,2024-06-20 18:06:06,{1DADCE35-79C1-438C-9F21-BB437268800A},886.4635924
51100,312853,SPACE CENTER DR,IH 35 N ACCESS RD,INDUSTRY PARK DR,San Antonio,2,334.7310997,1980-01-01,Unknown,,38.16,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,40,30,No,San Antonio,1,Local,COSA - Public Works Dept,Estimate,Schedule1,Existing,312853,http://www.google.com/maps/place/29.47416787N 098.40330762W,2022-11-29 20:46:20,2024-06-23 7:57:01,{8E02FDF3-4CCF-4550-86CC-0B71ECA8076F},334.7310997
51659,416874,WURZBACH RD,MERTON MINTER,MEDICAL DR,San Antonio,8,727.194354,1980-01-01,Unknown,,72.2,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,40,No,San Antonio,1,Principal,COSA - Public Works Dept,TBD,Schedule2,Existing,416874,http://www.google.com/maps/place/29.50940828N 098.58064918W,2022-11-29 21:14:26,2024-06-20 18:03:59,{FC930389-E6B5-48AC-BD45-ADE6DEC5AF70},727.194354
52359,313131,WOODLAKE CENTER,RITTIMAN RD,RAILWAY,San Antonio,2,2054.606274,1980-01-01,Unknown,,57.3,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,60,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,313131,http://www.google.com/maps/place/29.48353682N 098.36186443W,2022-11-29 20:32:17,2024-06-23 7:42:24,{73562B94-F508-420F-A05C-E38D245DA10A},2054.606274
53556,313133,RAILWAY,FM 78,WOODLAKE CENTER,San Antonio,2,1268.124054,1980-01-01,Unknown,,23.87,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,44,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,313133,http://www.google.com/maps/place/29.48363520N 098.35829658W,2022-11-29 21:09:45,2024-06-23 8:15:06,{E5944F41-B8E7-4048-BFAC-AC823FDAB409},1268.124054
54538,502550,CENTER ST,HOEFGEN AVE,RR CROSSING,San Antonio,2,131.3359895,1980-01-01,Unknown,,70.41,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,20,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Nightly,Existing,502550,http://www.google.com/maps/place/29.42247467N 098.47797819W,2022-11-29 20:22:50,2024-06-20 18:02:18,{E6EA3AF9-FFB6-4374-BA74-9C6C501D2525},131.3359894
54696,502554,CENTER ST,N MESQUITE ST,N HACKBERRY ST,San Antonio,2,473.2503019,1980-01-01,Unknown,,34.96,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,24,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,502554,http://www.google.com/maps/place/29.42246495N 098.47401060W,2022-11-29 20:50:56,2024-06-23 7:57:50,{828BD972-9241-4697-B035-C6A80A897752},473.2503019
55490,505289,CENTER ST,N GRIMES ST,N MEL WAITERS WAY,San Antonio,2,798.7785634,1980-01-01,Unknown,,88.42,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505289,http://www.google.com/maps/place/29.42257554N 098.44866332W,2022-11-29 19:40:29,2024-06-24 6:56:07,{437B424B-B988-4EE4-8660-BA84483C2432},798.7785634
55597,413854,SANDBROOK HILL,WINDING ELM PLACE,BOX ELDER HILL,San Antonio,7,329.4849137,2000-01-01,Unknown,,71.46,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28.5,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,TBD,Existing,413854,Not Available,2022-11-29 23:18:16,2024-06-23 9:07:57,{87B9D328-781C-4945-8EE0-F3C776E6A5FD},329.4849137
55804,414367,OLD TEZEL RD,ELDERWOOD,BRICKWOOD,San Antonio,6,288.3266836,1980-01-01,Unknown,,98.35,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,414367,http://www.google.com/maps/place/29.51566329N 098.66568576W,2022-11-29 20:03:51,2024-06-23 7:19:29,{6E9E64C5-7C1E-41C2-B486-A93E7095E373},288.3266836
56164,502702,N HACKBERRY ST,CENTER ST,CHASE ALLEY,San Antonio,2,154.5032553,1980-01-01,Unknown,,62.83,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,38,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,502702,http://www.google.com/maps/place/29.42267517N 098.47326775W,2022-11-29 19:54:18,2024-06-24 7:11:08,{6A4131EC-D494-447D-8DE6-BD9A1550A7D5},154.5032553
56183,416919,CLINIC DR,OAK MANOR DR,LOUIS PASTEUR,San Antonio,8,283.0653274,1980-01-01,Unknown,,75.76,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,416919,http://www.google.com/maps/place/29.50349201N 098.57407203W,2022-11-29 19:18:21,2024-06-24 6:37:30,{4E91D2A3-806D-4C28-9086-4F556E219DD3},283.0653274
56567,504617,SCHOOL ST,WHITING,ROOSEVELT AVE,San Antonio,3,374.9521763,1980-01-01,Unknown,,69.78,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,20,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,504617,http://www.google.com/maps/place/29.38779624N 098.48521253W,2022-11-29 21:47:41,2024-06-23 8:46:53,{E7CEAA11-41C2-4546-B87F-5DE4984BAD28},374.9521763
56638,310343,FRATT RD,DINN DR,CENTER PARK BLVD,San Antonio,2,1170.13506,1980-01-01,Unknown,,67.23,Pavement width updated based in field reviews. 2/24/23,Street,AC Asphalt Concrete,35.3,0,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,310343,http://www.google.com/maps/place/29.48967711N 098.39272313W,2022-11-29 19:01:06,2024-06-24 6:19:55,{A5EBD1E6-8D35-4312-A1B5-7FF33BB535BE},1170.13506
56760,415754,MEDICAL DR,IH 10 W ACCESS RD,BLUFFCREEK DR,San Antonio,8,1951.422149,1980-01-01,Unknown,,71.91,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,30,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,415754,http://www.google.com/maps/place/29.52096285N 098.55807035W,2022-11-29 21:57:22,2024-06-20 18:05:32,{25D5BD21-33E8-415A-BBFB-D429AD86291D},1951.422149
56953,207844,ELDERBERRY,TAMARISK,CUL-DE-SAC,San Antonio,7,839.7865177,1980-01-01,Unknown,,67.06,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,207844,http://www.google.com/maps/place/29.52197801N 098.63089212W,2022-11-29 22:02:14,2024-06-23 9:00:18,{A04E3281-75E8-403C-894C-422FE8F543E6},839.7865177
57309,505826,N NEW BRAUNFELS AVE,GIBBS ST,CENTER ST,San Antonio,2,150.4749997,1980-01-01,Unknown,,57.38,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,Yes,San Antonio,1,Minor,COSA - Public Works Dept,IMP Complete,Schedule2,Existing,505826,http://www.google.com/maps/place/29.42191398N 098.46128373W,2022-11-29 20:37:04,2024-06-23 7:47:58,{D98D9BAA-4CE4-4F42-BA55-AA4708EF86E6},150.4749997
57978,8482411,TERRA OAK,TERRA OAK,WEYBRIDGE,San Antonio,6,264.7207427,2001-02-21,"W.Z. Burke Elementary School Subdivision, Plat #99-0156",,40.72,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,58,0,No,San Antonio,1,Local,COSA - Public Works Dept,New,Schedule1,Existing,8482411,http://www.google.com/maps/place/29.50655622N 098.68994019W,2022-11-30 2:06:59,2024-06-23 9:34:30,{761A9FC2-DC95-434D-A55C-5687B379C0E0},264.7207427
57992,503460,E HOUSTON ST,COCA COLA PLACE,AT AND T CENTER PKWY,San Antonio,2,117.27168,1980-01-01,Unknown,,79.98,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,60,40,No,San Antonio,1,Minor,COSA - Public Works Dept,TBD,Schedule2,Existing,503460,http://www.google.com/maps/place/29.42505401N 098.43920264W,2022-11-29 19:54:18,2024-06-24 7:09:18,{D1568A63-0D5B-4A50-85CC-37B5E25F0EF6},117.27168
58249,407599,HAVENBROOK,VALLEY CENTER,MEADOW SIDE,San Antonio,6,278.0018987,1980-01-01,Unknown,,75.2,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,28,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,407599,http://www.google.com/maps/place/29.42865556N 098.64106374W,2022-11-29 22:02:14,2024-06-23 8:59:23,{977EFEE0-A3AC-486D-807B-297030E7D5B4},278.0018987
58527,414421,BENT BRANCH,ELDERWOOD,CHADDSFORD,San Antonio,6,370.018919,1980-01-01,Unknown,,75.17,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,30,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,414421,http://www.google.com/maps/place/29.51312890N 098.66586435W,2022-11-29 20:46:20,2024-06-20 18:03:03,{1D9F49CF-D004-4E4B-9863-BC5A7C8B7F76},370.018919
58637,849476,MEDICAL DR,BABCOCK RD,ROWLEY RD,San Antonio,8,301.2907202,2000-01-01,Unknown,,46.37,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,42,0,No,San Antonio,1,Local,COSA - Public Works Dept,New,Schedule1,Existing,849476,http://www.google.com/maps/place/29.50862440N 098.59005737W,2022-11-30 1:33:36,2024-06-23 9:25:58,{873E3DE6-0E38-4C41-A2D3-7D2020E81AA6},301.2907202
58998,505357,N PALMETTO,POTOMAC ST,CENTER ST,San Antonio,2,183.2514964,1980-01-01,Unknown,,58.37,Field Calculated Length per Otto 5/3/23,Street,AC Asphalt Concrete,22,0,No,San Antonio,1,Local,COSA - Public Works Dept,TBD,Schedule1,Existing,505357,http://www.google.com/maps/place/29.42234447N 098.46539741W,2022-11-29 19:18:21,2024-06-24 6:35:20,{D32E49CA-634B-4152-B0A1-5266F514F572},183.2514964
