OBJECTID,CASEID,mode_aspect,avg_elevation,avg_roughness,avg_slope,sidewalk_ratio
29754,1016737462,270,206.785,0.669,1.111,1.943
29755,1016737597,155,182.575,0.522,0.834,1.039
29756,1016737620,185,188.585,0.405,0.631,2.148
29757,1016737709,185,287.334,1.632,3.366,1.91
29758,1016737782,170,196.263,0.321,0.58,1.952
29759,1016737795,260,222.347,0.891,1.611,2.125
29760,1016737849,5,174.3,0.374,0.634,2.007
29761,1016737938,175,194.353,0.506,1.194,2.052
29762,1016737994,35,231.5,0.749,0.838,1.875
29763,1016738002,105,240.172,0.493,0.961,1.884
29764,1016738199,135,216.559,0.406,0.526,2.034
29765,1016738310,320,301.337,0.782,1.488,2.032
29766,1016738467,125,211.516,0.532,0.978,2.018
29767,1016739050,255,220.552,0.411,0.722,1.783
29768,1016739173,70,251.233,0.686,0.889,1.981
29769,1016739428,310,197.158,0.996,1.972,1.684
29770,1016739638,160,230.551,0.837,1.737,1.941
29771,1016739689,160,230.551,0.837,1.737,1.941
29772,1016740117,190,233.929,0.71,1.579,1.957
29773,1016740157,175,198.264,0.362,0.557,2.004
29774,1016740172,160,197.509,0.395,0.665,2.058
29775,1016740266,165,192.938,0.49,0.85,2.008
29776,1016740283,80,216.312,0.643,1.181,1.908
29777,1016740292,255,280.953,1.865,3.675,2.11
29778,1016740447,65,232.728,0.575,0.922,1.879
29779,1016740708,140,208.227,0.463,0.925,1.984
29780,1016740721,100,206.495,0.418,0.799,1.995
29781,1016740761,150,239.652,0.663,1.165,2.099
29782,1016740943,20,179.855,0.24,0.488,1.896
29783,1016740960,80,194.005,0.436,0.947,2.073
29784,1016741245,250,178.796,0.431,0.767,2.887
29785,1016741375,55,242.043,0.954,1.974,1.943
29786,1016741401,120,201.708,0.396,0.531,1.959
29787,1016741417,145,198.959,0.368,0.541,2.027
29788,1016741444,270,255.713,0.764,1.731,1.877
29789,1016741446,35,185.151,0.525,0.894,1.998
29790,1016741552,290,196.261,1.129,2.497,1.981
29791,1016741565,165,251.306,1.157,2.225,2.068
29792,1016741632,130,172.803,0.982,1.79,2.082
29793,1016741634,60,216.171,0.47,0.925,2.311
29794,1016741641,200,192.152,0.475,0.621,2.108
29795,1016741689,210,259.108,0.938,1.447,2.057
29796,1016741753,180,217.921,0.299,0.497,2.084
29797,1016741822,275,235.993,0.426,0.855,1.693
29798,1016742167,80,232.396,0.372,0.731,2.267
29799,1016742190,110,195.235,0.546,1.068,1.98
29800,1016742218,45,190.375,1.69,3.621,1.771
29801,1016742467,90,213.802,0.612,1.27,2.087
29802,1016742595,75,217.211,0.899,1.698,1.028
29803,1016742606,265,215.644,1.168,2.902,0.831
29804,1016742684,90,213.802,0.612,1.27,2.087
29805,1016742710,175,198.264,0.362,0.557,2.004
29806,1016742799,265,292.41,1.038,2.189,1.997
29807,1016743092,150,209.976,0.611,1.145,2.076
29808,1016743365,230,196.093,0.301,0.376,2.051
29809,1016743408,125,220.02,0.724,1.555,1.705
29810,1016743411,105,204.332,0.816,1.559,2.029
29811,1016743436,165,281.748,1.056,2.136,1.013
29812,1016743454,280,200.207,0.604,1.19,2.009
29813,1016743489,180,212.492,0.6,1.175,2.07
29814,1016743571,160,223.149,0.407,0.858,1.995
29815,1016743721,165,197.69,0.435,0.689,1.989
29816,1016743770,85,187.993,0.38,0.538,1.832
29817,1016743921,145,280.261,1.088,2.215,1.999
29818,1016743980,230,181.838,0.609,1.243,0
29819,1016743992,130,272.605,0.805,1.668,1.999
29820,1016743996,160,218.126,0.392,0.583,2.142
29821,1016744021,20,179.855,0.24,0.488,1.896
29822,1016744075,210,199.976,0.375,0.462,2.003
29823,1016744126,335,335.526,0.939,1.968,0.92
29824,1016744148,180,231.223,0.402,0.777,1.246
29825,1016744196,40,174.413,0.677,1.35,1.986
29826,1016744222,170,228.43,0.367,0.471,2.014
29827,1016744268,60,226.9,0.599,0.763,1.425
29828,1016744294,250,193.801,0.545,0.858,1.947
29829,1016744316,85,176.547,0.339,0.612,1.957
29830,1016744324,125,277.315,1.172,2.385,2.034
29831,1016744332,20,171.761,0.44,0.857,2.011
29832,1016744355,195,220.708,0.336,0.674,2.319
29833,1016744410,220,248.942,0.381,0.531,2.102
29834,1016744413,355,228.857,1.508,2.085,1.995
29835,1016744442,155,209.122,0.961,1.932,2.036
29836,1016744575,100,221.141,0.551,1.117,2.146
29837,1016744581,270,175.028,1.1,2.553,0
29838,1016744599,235,229.592,0.37,0.723,0.958
29839,1016744619,60,225.128,0.447,0.855,2.047
29840,1016744631,60,252.871,0.669,1.13,1.011
29841,1016744662,170,228.43,0.367,0.471,2.014
29842,1016744705,230,199.852,0.424,0.641,2.122
29843,1016744746,300,224.842,0.425,0.812,2.038
29844,1016744756,255,220.552,0.411,0.722,1.783
29845,1016744769,130,274.509,0.457,0.696,2.137
29846,1016744771,130,274.509,0.457,0.696,2.137
29847,1016744777,130,274.509,0.457,0.696,2.137
29848,1016744782,155,273.18,0.581,0.77,2.096
29849,1016744887,160,208.703,0.512,0.97,2.061
29850,1016744892,215,267.955,0.44,0.785,2.009
29851,1016745043,170,233.34,0.58,1.279,1.989
29852,1016745146,40,220.45,0.786,1.328,2.048
29853,1016745531,200,210.907,1.235,2.52,2.032
29854,1016745532,165,191.471,0.518,0.949,1.994
29855,1016745570,275,193.98,0.449,0.733,2.01
29856,1016745618,170,197.702,0.46,0.884,2.016
29857,1016745755,255,220.552,0.411,0.722,1.783
29858,1016745760,310,225.891,0.478,0.877,1.893
29859,1016745767,170,197.702,0.46,0.884,2.016
29860,1016745823,60,210.853,0.529,0.978,2.047
29861,1016745957,170,211.498,0.36,0.58,2.198
29862,1016746004,100,232.379,0.447,0.882,1.989
29863,1016746007,95,187.829,0.494,1.102,2.038
29864,1016746015,180,200.271,0.342,0.62,2.112
29865,1016746307,40,233.795,0.347,0.589,1.092
29866,1016746408,175,232.745,1.101,1.894,2.159
29867,1016746446,285,212.908,0.639,1.308,2.071
29868,1016746460,115,219.692,0.874,1.835,2.104
29869,1016746558,255,275.291,1.197,2.421,1.944
29870,1016746584,255,199.259,0.301,0.582,1.997
29871,1016746611,105,196.433,0.975,1.914,2.102
29872,1016746615,60,238.131,0.605,1.18,2.057
29873,1016746617,125,214.678,0.836,1.774,1.978
29874,1016746671,150,246.082,0.501,0.839,2.076
29875,1016746676,135,199.319,0.439,0.836,1.948
29876,1016746731,175,198.264,0.362,0.557,2.004
29877,1016746807,180,186.725,0.45,0.548,2.057
29878,1016746869,135,205.37,0.413,0.725,2.067
29879,1016746870,225,208.811,1.03,2.288,2.059
29880,1016746888,200,218.757,0.487,1.013,2.112
29881,1016746935,160,274.466,0.539,1.138,1.726
29882,1016746956,150,236.447,0.828,1.815,2.023
29883,1016747009,15,183.996,1.247,2.446,2.014
29884,1016747021,140,289.693,1.872,3.71,2.036
29885,1016747038,110,222.492,0.686,1.047,2.174
29886,1016747123,110,308.105,1.201,2.486,0.915
29887,1016747153,215,189.332,0.326,0.611,1.636
29888,1016747158,195,217.402,0.296,0.491,2.093
29889,1016747218,190,224.775,0.791,1.731,2.198
29890,1016747285,160,216.744,0.294,0.51,2.077
29891,1016747365,95,221.846,0.343,0.739,1.843
29892,1016747378,175,200.579,0.368,0.821,2.119
29893,1016747391,265,292.41,1.038,2.189,1.997
29894,1016747407,200,217.998,0.715,1.285,1.877
29895,1016747533,140,225.655,0.908,1.456,2.059
29896,1016747558,140,264.894,0.676,1.211,1.665
29897,1016747582,70,341.313,0.732,1.525,0.97
29898,1016747583,190,233.929,0.71,1.579,1.957
29899,1016747596,170,239.041,2.254,4.853,1.994
29900,1016747598,330,168.368,0.653,1.296,0
29901,1016747607,260,234.233,1.161,2.25,1.96
29902,1016747667,90,208.977,0.249,0.264,1.897
29903,1016747679,310,172.964,0.531,1.119,0
29904,1016747816,30,234.888,0.826,1.481,1.233
29905,1016747821,335,335.526,0.939,1.968,0.92
29906,1016747861,270,292.915,0.981,1.851,1.942
29907,1016747880,235,283.773,1.476,2.911,2.117
29908,1016748122,345,242.806,0.431,0.735,2.053
29909,1016748136,160,209.318,0.349,0.47,1.992
29910,1016748236,360,276.587,1.841,3.808,1.18
29911,1016748377,160,274.466,0.539,1.138,1.726
29912,1016748380,280,287.773,0.743,1.673,2.057
29913,1016748405,170,188.386,0.387,0.627,2.047
29914,1016748406,270,221.239,0.976,2.077,1.952
29915,1016748525,295,252.172,0.581,0.896,1.996
29916,1016748609,50,251.041,1.457,2.529,1.994
29917,1016748724,230,181.838,0.609,1.243,0
29918,1016748729,260,203.664,0.614,1.3,2.007
29919,1016748732,225,208.811,1.03,2.288,2.059
29920,1016748739,120,178.881,0.265,0.518,2.002
29921,1016748864,200,220.787,0.687,1.071,1.29
29922,1016748900,190,190.862,0.601,1.248,2.045
29923,1016748920,310,208.869,0.977,1.979,2.032
29924,1016748930,180,231.011,0.557,1.204,2.012
29925,1016748994,120,200.286,0.383,0.632,2.095
29926,1016749001,310,208.869,0.977,1.979,2.032
29927,1016749104,170,187.933,0.238,0.523,1.909
29928,1016749135,250,220.305,0.54,1.143,2.034
29929,1016749264,175,209.199,0.346,0.519,2.047
29930,1016749283,95,186.333,0.999,2.06,0.006
29931,1016749338,95,260.845,1.121,2.199,2.137
29932,1016749408,110,246.185,1.069,1.978,1.937
29933,1016749507,65,221.909,0.389,0.75,2.091
29934,1016749520,150,206.692,0.344,0.682,1.981
29935,1016749628,150,215.539,0.358,0.532,2.149
29936,1016749729,245,282.578,0.744,1.548,2
29937,1016749738,165,189.097,1.674,4.134,0
29938,1016749759,30,208.3,0.277,0.378,0
29939,1016749794,150,215.539,0.358,0.532,2.149
29940,1016749849,180,217.921,0.299,0.497,2.084
29941,1016749907,300,224.842,0.425,0.812,2.038
29942,1016749919,235,283.773,1.476,2.911,2.117
29943,1016749924,140,197.01,0.313,0.579,2.163
29944,1016749947,60,225.128,0.447,0.855,2.047
29945,1016749954,145,223.49,0.685,1.283,2.094
29946,1016750012,60,225.128,0.447,0.855,2.047
29947,1016750037,105,219.243,0.604,1.131,2.066
29948,1016750048,170,180.561,0.659,1.383,0.993
29949,1016750147,300,178.184,0.659,1.325,1.701
29950,1016750545,185,200.888,0.425,0.654,2.015
29951,1016750669,95,252.555,1.266,2.561,1.97
29952,1016750702,175,199.417,0.466,0.683,2.038
29953,1016750766,10,188.699,0.586,1.075,2.021
29954,1016750868,140,264.894,0.676,1.211,1.665
29955,1016750872,250,220.305,0.54,1.143,2.034
29956,1016750900,145,222.323,0.669,1.288,1.131
29957,1016750961,20,248.661,0.746,1.512,2.036
29958,1016750976,170,167.691,0.794,1.542,0
29959,1016751001,105,193.157,1.051,2.208,1.935
29960,1016751031,135,278.257,1.106,2.118,1.096
29961,1016751160,180,190.316,0.225,0.397,1.726
29962,1016751163,135,212.483,0.363,0.366,2.122
29963,1016751308,85,238.08,0.752,1.657,1.543
29964,1016751512,105,190.684,0.541,0.609,1.999
29965,1016751538,125,211.882,0.528,1.074,1.944
29966,1016751629,180,226.666,1.155,2.611,1.62
29967,1016751864,50,226.466,0.679,1.353,1.982
29968,1016752340,85,238.08,0.752,1.657,1.543
29969,1016752441,195,298.026,1.215,2.472,1.065
29970,1016752496,180,192.381,2.173,5.537,2.091
29971,1016752611,310,229.057,0.627,1.131,1.66
29972,1016752816,135,213.759,0.425,0.785,2.158
29973,1016752856,105,198.026,0.253,0.522,0.519
29974,1016752939,155,214.144,0.447,0.723,2.037
29975,1016753023,355,190.607,0.876,1.88,2.042
29976,1016753729,175,286.709,0.858,1.597,0.974
29977,1016753742,115,200.141,0.374,0.64,1.556
29978,1016753804,175,198.264,0.362,0.557,2.004
29979,1016753825,75,269.268,0.714,1.415,1.565
29980,1016753838,45,232.094,0.771,1.369,2.03
29981,1016753861,160,247.537,0.848,1.717,2.108
29982,1016754369,235,161.756,0.467,0.895,1.423
29983,1016754463,235,263.844,0.832,1.318,1.93
29984,1016754782,260,196.6,0.662,1.162,1.916
29985,1016755020,155,229.416,0.701,1.473,0.416
29986,1016755104,70,288.83,0.964,2.045,1.967
29987,1016755339,310,265.623,1.945,3.259,1.96
29988,1016755345,175,282.305,0.862,1.671,1.946
29989,1016755397,130,274.509,0.457,0.696,2.137
29990,1016755512,235,176.574,0.436,0.827,1.122
29991,1016755593,315,202.661,0.39,0.674,2.004
29992,1016755692,145,233.042,0.548,1.056,2.174
29993,1016755708,45,208.323,0.34,0.532,0.967
29994,1016755817,30,234.888,0.826,1.481,1.233
29995,1016755840,215,225.224,0.485,0.938,2.071
29996,1016755910,165,201.198,0.289,0.38,2.023
29997,1016756038,255,188.172,0.208,0.443,1.965
29998,1016756087,200,238.072,1.219,1.726,1.947
29999,1016756130,150,301.114,1.385,2.684,1.633
30000,1016756228,65,252.287,1.325,2.546,1.915
30001,1016756260,135,209.525,0.539,0.974,1.876
30002,1016756305,115,219.692,0.874,1.835,2.104
30003,1016756360,90,196.069,0.719,1.116,2.007
30004,1016756369,95,263.544,0.825,1.6,0.992
30005,1016756449,135,187.611,1.223,1.949,2.037
30006,1016756515,180,248.989,0.954,2.141,2.082
30007,1016756558,165,196.391,0.56,0.883,2.084
30008,1016756867,90,201.382,0.351,0.649,2.176
30009,1016756888,120,214.264,0.445,0.569,2.009
30010,1016756920,215,189.332,0.326,0.611,1.636
30011,1016757019,165,194.32,1.393,2.754,2.058
30012,1016757147,180,217.921,0.299,0.497,2.084
30013,1016757197,65,234.824,0.258,0.522,1.022
30014,1016757375,230,196.783,0.225,0.333,0.938
30015,1016757467,110,223.914,0.31,0.502,1.878
30016,1016757472,310,172.964,0.531,1.119,0
30017,1016757501,165,178.809,0.412,0.816,1.964
30018,1016757524,10,258.814,0.62,1.097,1.842
30019,1016757526,150,196.161,0.308,0.411,1.987
30020,1016757527,145,198.959,0.368,0.541,2.027
30021,1016757528,95,187.829,0.494,1.102,2.038
30022,1016757533,260,197.904,0.771,1.453,2.013
30023,1016757534,90,197.666,0.571,1.156,2.104
30024,1016757537,295,291.602,0.523,0.909,2.467
30025,1016757604,210,192.48,0.339,0.462,1.943
30026,1016757846,220,222.226,0.523,1.029,1.968
30027,1016757878,125,218.957,0.38,0.783,1.953
30028,1016757917,250,220.631,0.55,1.022,2.012
30029,1016758019,335,282.246,0.848,1.539,2.043
30030,1016758038,190,233.929,0.71,1.579,1.957
30031,1016758047,230,236.273,0.741,1.45,2.163
30032,1016758093,175,258.976,1.292,2.687,2
30033,1016758111,240,281.807,0.875,1.831,0.986
30034,1016758285,135,270.541,0.915,1.952,2.16
30035,1016758381,210,225.128,0.346,0.703,0.576
30036,1016758407,230,196.783,0.225,0.333,0.938
30037,1016758450,180,196.563,0.547,1.199,2.034
30038,1016758531,180,199.92,0.461,0.727,2.045
30039,1016758721,35,260.314,0.473,0.871,2.039
30040,1016758778,270,175.028,1.1,2.553,0
30041,1016758789,310,225.891,0.478,0.877,1.893
30042,1016758971,90,191.009,0.589,1.117,1.92
30043,1016759038,220,208.757,0.744,1.419,2.091
30044,1016759046,205,219.822,0.549,1.111,2.019
30045,1016759069,135,222.228,0.432,0.673,1.979
30046,1016759113,155,239.565,0.653,1.062,2.286
30047,1016759229,75,219.333,0.613,1.02,2.076
30048,1016759251,250,236.337,0.97,1.702,1.905
30049,1016759260,120,188.755,0.516,0.934,1.884
30050,1016759455,235,238.699,0.807,1.597,2.067
30051,1016759463,175,218.774,0.716,1.434,2.097
30052,1016759485,140,221.887,0.332,0.59,2.056
30053,1016759498,260,166.056,0.712,1.502,2.026
30054,1016759514,10,258.814,0.62,1.097,1.842
30055,1016759556,120,201.821,0.342,0.659,1.999
30056,1016759595,245,221.073,0.451,0.958,2.039
30057,1016759700,135,216.559,0.406,0.526,2.034
30058,1016759708,170,218.477,0.412,0.911,1.956
30059,1016759835,160,308.554,1.463,2.93,0.973
30060,1016759872,165,217.086,1.25,2.777,2.022
30061,1016759881,220,207.02,0.613,1.081,1.945
30062,1016759938,140,211.653,0.846,1.729,2.013
30063,1016759941,90,215.792,0.907,2.114,2.326
30064,1016760007,180,216.316,0.312,0.512,2.106
30065,1016760064,140,282.481,0.786,1.252,3.075
30066,1016760215,90,243.57,0.845,1.611,2.044
30067,1016760365,235,196.847,1.441,2.847,2.347
30068,1016760503,220,222.226,0.523,1.029,1.968
30069,1016760550,230,213.236,0.571,1.062,1.944
30070,1016760583,215,189.332,0.326,0.611,1.636
30071,1016760590,105,211.873,0.246,0.485,2.089
30072,1016760609,165,240.246,0.577,1.198,1.729
30073,1016760616,315,218.367,0.783,1.643,2.019
30074,1016760631,165,190.993,0.342,0.686,2.016
30075,1016760752,185,210.224,0.369,0.571,2.269
30076,1016760947,165,223.631,0.635,1.243,2.055
30077,1016760953,120,222.139,0.834,1.68,1.976
30078,1016760972,255,199.259,0.301,0.582,1.997
30079,1016761057,45,235.438,0.347,0.63,1.959
30080,1016761094,185,201.765,0.206,0.406,2.084
30081,1016761101,180,200.925,0.366,0.55,2.108
30082,1016761117,145,177.918,0.368,0.642,2.006
30083,1016761122,145,175.021,0.422,0.434,2.037
30084,1016761142,160,204.215,1.35,2.685,1.284
30085,1016761276,105,196.573,0.378,0.668,0.789
30086,1016761315,50,194.54,0.346,0.29,1.983
30087,1016761318,180,202.574,0.297,0.475,2.11
30088,1016761400,95,197.019,0.323,0.405,1.969
30089,1016761431,185,221.716,0.642,1.293,2.061
30090,1016761508,165,175.013,0.661,1.409,1.931
30091,1016761672,215,246.584,1.409,2.815,2.033
30092,1016761699,105,188.809,0.39,0.731,2.074
30093,1016761712,250,189.344,0.333,0.673,1.983
30094,1016761802,185,208.183,0.752,1.525,0.067
30095,1016761865,115,159.605,0.556,1.072,0
30096,1016761891,70,217.345,0.573,1.055,2.074
30097,1016761976,100,188.188,0.36,0.536,2.045
30098,1016761985,175,286.709,0.858,1.597,0.974
30099,1016762014,90,300.32,2.242,4.649,1.988
30100,1016762025,145,257.578,1.105,2.396,1.473
30101,1016762091,240,219.851,0.954,1.627,2.057
30102,1016762094,110,204.1,0.689,1.346,2.056
30103,1016762127,195,259.111,0.519,0.869,2.204
30104,1016762139,135,201.138,0.473,0.923,2.006
30105,1016762212,185,204.108,0.231,0.432,1.912
30106,1016762263,275,292.518,0.751,1.553,0.387
30107,1016762276,160,217.442,0.323,0.581,2.03
30108,1016762301,200,201.381,0.578,1.198,2.116
30109,1016762320,155,215.295,0.766,1.472,1.91
30110,1016762333,25,227.186,0.283,0.418,1.059
30111,1016762432,105,219.243,0.604,1.131,2.066
30112,1016762460,100,182.985,1.103,2.251,2.016
30113,1016762484,195,225.306,0.427,0.804,1.967
30114,1016762566,125,226.778,0.958,2.007,1.735
30115,1016762570,110,227.993,0.765,1.517,2.078
30116,1016762646,220,188.322,0.298,0.477,0
30117,1016762706,45,226.13,0.571,1.001,1.97
30118,1016762708,90,227.46,0.297,0.552,1.937
30119,1016762720,125,197.72,0.339,0.587,1.874
30120,1016762814,25,208.809,0.844,1.61,0.975
30121,1016762910,180,162.861,0.381,0.635,1.997
30122,1016762913,205,188.893,0.862,1.481,2.099
30123,1016762952,160,313.626,0.646,1.273,2.092
30124,1016763102,185,210.224,0.369,0.571,2.269
30125,1016763266,170,198.849,0.384,0.617,2.089
30126,1016763316,15,248.57,0.832,1.613,2.132
30127,1016763420,165,200.819,0.537,0.827,2.126
30128,1016763491,35,199.737,0.514,0.856,1.829
30128,1016763491,115,198.67,0.264,0.495,2.233
30129,1016763542,155,216.569,0.393,0.445,2.022
30130,1016763557,145,257.78,1.491,2.984,1.98
30131,1016763576,195,200.78,0.385,0.626,2.052
30132,1016763616,205,204.285,0.593,1.209,0.838
30133,1016763632,85,241.671,0.814,1.721,1.912
30134,1016763652,95,202.571,0.489,1.007,2.054
30135,1016763692,195,200.78,0.385,0.626,2.052
30136,1016763694,195,206.397,0.539,1.141,2.062
30137,1016763704,350,242.093,1.15,2.279,2.061
30138,1016763721,275,194.767,0.829,1.84,1.783
30139,1016763736,110,202.597,0.368,0.754,0.495
30140,1016763744,180,200.925,0.366,0.55,2.108
30141,1016763760,190,190.716,0.412,0.729,1.991
30142,1016763781,150,253.802,0.874,1.758,2.014
30143,1016763788,195,187.71,0.441,0.843,2.043
30144,1016763806,210,217.122,0.609,1.064,2.016
30145,1016764012,110,289.187,0.312,0.553,0.97
30146,1016764023,135,269.384,1.282,2.135,1.691
30147,1016764027,265,223.912,0.537,0.987,1.993
30148,1016764028,300,224.842,0.425,0.812,2.038
30149,1016764033,95,221.846,0.343,0.739,1.843
30150,1016764044,10,253.258,0.923,1.951,1.983
30151,1016764190,85,210.324,0.32,0.584,1.971
30152,1016764217,175,193.202,0.124,0.218,1.982
30153,1016764227,175,215.198,0.497,0.891,1.97
30154,1016764326,80,207.523,0.593,1.043,1.982
30155,1016764331,140,203.332,1.015,2.029,2.09
30156,1016764343,250,178.796,0.431,0.767,2.887
30157,1016764348,170,187.933,0.238,0.523,1.909
30158,1016764436,165,202.664,0.917,1.93,1.957
30159,1016764485,140,200.149,0.229,0.37,1.859
30160,1016764500,290,255.894,1.147,2.376,2.063
30161,1016764511,60,246.613,0.967,1.818,2.053
30162,1016764519,220,209.437,0.154,0.274,2.005
30163,1016764526,115,188.257,0.658,0.881,1.936
30164,1016764533,240,224.682,0.721,1.588,2.058
30165,1016764541,55,240.552,0.826,1.671,2.008
30166,1016764583,175,236.202,0.627,1.093,2.056
30167,1016764641,175,188.41,0.496,1.128,1.996
30168,1016764649,175,188.41,0.496,1.128,1.996
30169,1016764703,135,192.394,0.241,0.415,2.063
30170,1016764735,195,225.306,0.427,0.804,1.967
30171,1016764754,105,219.491,0.563,0.826,2.188
30172,1016764789,5,183.821,0.633,1.475,2.024
30173,1016764881,155,202.016,0.425,0.695,2.116
30174,1016764898,205,175.494,0.484,0.845,2.009
30175,1016764917,240,187.93,0.723,1.352,2.051
30176,1016764947,345,217.771,0.352,0.667,2.015
30177,1016764957,115,188.257,0.658,0.881,1.936
30178,1016765070,210,198.782,0.426,0.759,2.086
30179,1016765320,275,220.02,0.891,1.87,2.009
30180,1016765321,305,358.658,1.288,2.411,0.991
30181,1016765943,115,200.556,0.279,0.529,0.127
30182,1016765999,185,249.28,0.759,1.606,1.875
30183,1016766244,210,190.317,0.435,0.883,2.05
30184,1016766349,165,209.332,0.411,0.55,1.997
30185,1016766350,180,195.286,0.974,2.096,0.019
30186,1016766420,355,217.666,0.367,0.598,0.688
30187,1016766478,310,197.158,0.996,1.972,1.684
30188,1016767046,135,215.937,1.009,2.192,2.069
30189,1016767048,310,288.974,1.034,1.976,1.586
30190,1016767210,100,182.985,1.103,2.251,2.016
30191,1016767258,185,193.452,0.618,1.202,2.021
30192,1016767421,115,159.605,0.556,1.072,0
30193,1016767434,165,299.593,0.752,1.551,2.874
30194,1016767544,70,341.313,0.732,1.525,0.97
30195,1016767558,160,210.291,0.875,1.572,0.994
30196,1016767635,60,191.092,0.468,0.859,1.351
30197,1016767682,145,187.918,0.465,0.973,2.045
30198,1016767805,95,298.825,0.727,1.383,2.083
30199,1016767807,70,181.681,0.181,0.315,1.034
30200,1016768032,125,206.236,1.279,2.671,1.944
30201,1016768059,125,206.236,1.279,2.671,1.944
30202,1016768065,125,206.236,1.279,2.671,1.944
30203,1016768429,125,220.02,0.724,1.555,1.705
30204,1016768496,95,340.791,2.568,5.665,0.976
30205,1016768534,175,210.452,1.085,2.251,2.079
30206,1016768712,100,247.037,1.272,2.591,2.053
30207,1016768822,55,240.552,0.826,1.671,2.008
30208,1016769033,20,229.703,0.402,0.61,2.104
30209,1016769072,135,270.541,0.915,1.952,2.16
30210,1016769120,300,268.495,1.064,1.883,1.966
30211,1016769140,45,207.754,0.311,0.402,2.013
30212,1016769226,190,196.968,0.699,1.154,2.177
30213,1016769423,175,199.507,0.343,0.549,2.007
30214,1016769961,170,192.231,0.248,0.476,2.058
30215,1016770008,160,313.626,0.646,1.273,2.092
30216,1016770381,170,191.579,1.065,2.306,1.767
30217,1016770382,260,202.879,0.631,1.184,1.917
30218,1016770624,315,199.984,0.214,0.339,1.837
30219,1016770681,115,196.532,0.734,1.462,1.957
30220,1016770978,175,236.202,0.627,1.093,2.056
30221,1016771027,100,282.32,1.175,2.198,0.101
30222,1016771114,135,226.354,0.719,1.199,2.066
30223,1016771127,360,276.587,1.841,3.808,1.18
30224,1016771133,170,237.188,0.594,1.298,2.111
30225,1016771156,150,248.027,0.987,1.662,2.046
30226,1016771192,190,199.721,1.122,2.384,1.836
30227,1016771564,165,261.604,0.399,0.71,1.992
30228,1016771657,45,247.585,1.127,2.047,2.032
30229,1016771883,155,240.95,0.363,0.713,1.072
30230,1016771912,155,239.565,0.653,1.062,2.286
30231,1016771928,175,194.924,1.185,1.627,2.019
30232,1016772021,160,205.035,0.276,0.38,2.15
30233,1016772047,95,247.503,0.978,2.218,1.979
30234,1016772051,160,197.82,0.335,0.619,0.386
30235,1016772243,135,268.593,0.887,1.531,2.064
30236,1016772300,35,197.017,0.473,0.744,2.079
30237,1016772319,170,233.492,0.61,1.337,2.174
30238,1016772344,85,230.878,0.755,1.564,2.058
30239,1016772355,135,202.165,0.379,0.648,1.888
30240,1016772372,110,235.308,0.839,1.572,2.142
30241,1016772376,135,202.165,0.379,0.648,1.888
30242,1016772388,110,235.308,0.839,1.572,2.142
30243,1016772398,115,244.1,0.558,1.122,1.892
30244,1016772433,170,282.771,1.173,2.388,2.066
30245,1016772695,145,223.328,0.518,0.997,2.199
30246,1016772710,305,237.433,0.843,1.554,2.05
30247,1016772752,105,237.339,0.836,1.66,1.906
30248,1016772810,65,250.118,0.271,0.368,2.066
30249,1016772910,300,209.505,0.878,1.639,2.055
30250,1016773723,310,222.821,0.364,0.69,1.059
30251,1016773729,125,295.641,0.508,0.891,1.956
30252,1016773847,255,208.374,0.215,0.384,2.012
30253,1016773888,160,313.626,0.646,1.273,2.092
30254,1016773904,235,328.241,0.269,0.552,2.013
30255,1016773909,50,240.64,0.609,1.159,0.199
30256,1016773912,155,239.565,0.653,1.062,2.286
30257,1016773916,175,270.215,0.68,1.029,2.03
30258,1016774328,230,210.437,0.737,1.255,2.011
30259,1016774494,205,226.408,1.098,2.096,0.697
30260,1016774509,145,228.159,1.097,2.136,2.007
30261,1016774583,115,181.519,0.314,0.521,0.946
30262,1016774603,190,214.705,0.568,1.125,1.98
30263,1016774610,155,198.958,0.227,0.409,0.093
30264,1016774622,150,248.201,0.424,0.837,0.225
30265,1016774992,115,181.519,0.314,0.521,0.946
30266,1016774998,65,182.036,0.55,1.047,1.957
30267,1016775043,245,157.277,0.565,0.89,2.023
30268,1016775266,215,247.863,0.769,1.259,1.61
30269,1016775440,355,265.148,0.816,1.77,1.951
30270,1016775472,120,211.976,0.242,0.441,1.913
30271,1016775484,190,236.04,0.536,1.168,1.967
30272,1016775492,315,202.661,0.39,0.674,2.004
30273,1016775505,65,240.714,0.792,1.625,2.131
30274,1016775507,165,262.341,1.043,2.247,0.971
30275,1016775559,80,189.184,0.477,0.676,1.918
30276,1016775562,130,208.138,0.275,0.26,2.028
30277,1016775583,120,203.831,0.691,1.426,2.15
30277,1016775583,190,199.721,1.122,2.384,1.836
30278,1016775686,170,188.386,0.387,0.627,2.047
30279,1016775688,305,240.491,0.777,1.426,2.112
30280,1016775697,130,203.309,1.527,3.075,1.869
30281,1016775832,215,297.464,0.504,0.948,2.228
30282,1016775834,30,234.888,0.826,1.481,1.233
30283,1016775847,315,209.356,0.169,0.198,1.145
30284,1016775848,205,228.513,0.711,0.882,3.054
30284,1016775848,200,234.946,0.76,1.468,2.065
30285,1016775851,15,235.927,0.526,0.926,2.017
30286,1016775852,165,200.819,0.537,0.827,2.126
30287,1016775962,165,208.6,0.584,1.07,2.095
