ProjectCategory,SMPProjectID,CouncilDistrict,ProjectStreet,StreetFrom,StreetTo,ProjectLimits,FiscalYear,Application,Type_,Force,WeightedPCI,PBaseFail,FieldBasePave,PFlatWork,EstTotalCost,ProjectStatus,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,ProjectManager,Contact,Shape_Length
Preservation,11689,8,Little Wren Ln,Shady Hollow Ln,Green Glen Dr,Unknown,2022,Crack Seal,Preservation,City,69.0,0.0,0.0,0.0,3133.31,Pending,2022-02-14,2022-02-17 00:00:00,2022-01-12,2022-01-12,SESC,0,1186.864097134332
Preservation,11690,07,Kingsbury Way,Kingsbury Vw,Woodchase Dr,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,88.0,0.0,0.05,0.0,24469.07,Locked,2024-04-15,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,579.1643701764992
Preservation,11692,07,Kingsbury Vw,Kingsbury Wood,Kingsbury Way,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,77.0,0.0,0.05,0.0,9760.84,Locked,2024-04-15,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,299.6605330978912
Preservation,11694,07,Kingsbury Wood,Woodchase Dr,Kingsbury Vw,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,91.0,0.0,0.02,0.0,19180.43,Locked,2024-04-15,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,604.4647116671224
Preservation,11696,07,Drizzle Run,Sunflower Run,Cul-de-sac,Unknown,2024,Crack Seal - Contract,Preservation,Contract,85.0,0.0,0.0,0.0,2158.46,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,368.8302302244747
Preservation,11699,07,Rainy Ave,Woodchase Dr,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,81.0,0.0,0.0,0.0,22105.69,Locked,2024-04-15,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,813.9754691036339
Preservation,11700,07,Sunflower Run,Woodchase Dr,Cul-de-sac,Unknown,2024,Crack Seal - Contract,Preservation,Contract,79.0,0.0,0.0,0.0,2534.93,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,425.9517447702671
Preservation,11704,8,Cobble Way,Shady Walk,Stoney Hill,Unknown,2022,Crack Seal,Preservation,City,89.0,0.0,0.0,0.0,2355.11,Pending,2022-02-21,2022-02-24 00:00:00,2022-01-12,2022-01-12,SESC,0,802.8813037165505
Preservation,11705,08,Donore Cir,Donore Sq,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,69.0,0.0,0.05,0.0,11517.54,Locked,2024-04-15,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,201.03531256405643
Preservation,11708,08,Robin Perch,Robin Vw,Cotton Tail Ln,Unknown,2023,Micro Surface - Contract,Preservation,Contract,85.0,0.0,0.0,8.0,6733.6,Verified Consultant,2023-05-15,2023-09-29 00:00:00,2023-08-15,2023-08-15,Daniel Carrion,Louis Guererro: 210-207-6944,255.27080630491795
Preservation,11712,10,Middlebury Dr,Salisbury Dr,Nacogdoches Rd,Unknown,2023,Micro Surface - Contract,Preservation,Contract,82.0,0.0,0.0,0.0,63552.48,Locked,2023-05-15,2023-09-29 00:00:00,2023-06-21,2023-06-22,Daniel Carrion,Louis Guererro: 210-207-6944,2139.069489357885
Preservation,11713,10,Eastley,Broadway,Salisbury Dr,Unknown,2023,Micro Surface - Contract,Preservation,Contract,84.0,0.0,0.0,0.0,29206.45,Locked,2023-05-15,2023-09-29 00:00:00,2023-06-26,2023-06-26,Daniel Carrion,Louis Guererro: 210-207-6944,983.0387627415236
Preservation,11718,01,Aganier Ave,W Summit,W Ashby Place,Unknown,2023,Micro Surface - Contract,Preservation,Contract,67.0,0.0,0.0,0.0,89364.45,Locked,2023-05-15,2023-09-29 00:00:00,2023-06-30,2023-06-30,Daniel Carrion,Louis Guererro: 210-207-6944,3533.4515261765423
Preservation,11719,01,Edison Dr,Brad,Santa Paula,Unknown,2023,Slurry Seal - Contract,Preservation,Contract,84.0,0.0,0.0,0.0,33181.47,Locked,2023-04-03,2023-08-25 00:00:00,2023-09-29,2023-09-29,Daniel Carrion,Louis Guererro: 210-207-6944,1654.7593941731795
Preservation,11722,03,Oppenheimer Ave,Mccauley Ave,W Formosa Blvd,Unknown,2024,Slurry Seal,Preservation,City,94.0,0.0,0.025,0.0,33026.37,Verified,2024-07-29,2024-08-02 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,5924.185184968866
Preservation,11725,3,Saipan Place,Walhalla Ave,Barranca Ave,Unknown,2022,Crack Seal,Preservation,City,86.0,0.0,0.0,0.0,10060.81,Pending,2021-12-27,2021-12-30 00:00:00,2021-12-14,2021-12-21,SESC,0,3674.8135464791494
Preservation,11726,3,Congress,S Flores St,Dead End,Unknown,2022,Crack Seal,Preservation,City,86.0,0.0,0.0,0.0,8770.83,Pending,2022-01-10,2022-01-13 00:00:00,2022-01-06,2022-01-06,SESC,0,3640.485316830788
Preservation,11729,03,Shining Waters,River Canyon,Quiet Stream,Unknown,2024,Crack Seal,Preservation,City,81.0,0.0,0.0,0.0,1222.13,Verified,2023-12-11,2023-12-15 00:00:00,2023-11-07,2023-11-07,Samuel Sanchez,Les Melghem: 210-207-5069,414.75253912846665
Preservation,11730,03,Quiet Stream,Shining Waters,River Post,Unknown,2024,Slurry Seal,Preservation,City,86.0,0.0,0.0,0.0,3303.16,Verified,2024-08-05,2024-08-09 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,630.2387616832633
Preservation,11735,04,Tina Park,Five Palms Dr,Dead End,Unknown,2023,Slurry Seal,Preservation,City,95.0,0.0,0.0,0.0,11303.34,Verified by CoSA,2023-08-07,2023-08-11 00:00:00,2023-08-15,2023-08-15,Samuel Sanchez,Les Melghem: 210-207-5069,1585.6854919005846
Preservation,11741,04,Seacomber Pl,Kontiki Place,Five Palms Dr,Unknown,2024,Slurry Seal,Preservation,City,84.0,0.0,0.0,0.0,7988.71,Verified,2024-08-26,2024-08-30 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1356.622320462972
Preservation,11744,06,Tallinn Trace,Viljandi Moon,Laivita Mist,Unknown,2023,Slurry Seal,Preservation,City,88.0,0.0,0.0,0.0,4912.33,Verified by CoSA,2023-07-24,2023-07-28 00:00:00,2023-08-04,2023-08-04,Samuel Sanchez,Les Melghem: 210-207-5069,650.783347970427
Preservation,11745,06,Lake Peipsi,Vortsa Ledge,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,85.0,0.0,0.0,0.0,7355.54,Verified by CoSA,2023-07-24,2023-07-28 00:00:00,2023-08-04,2023-08-04,Samuel Sanchez,Les Melghem: 210-207-5069,999.08274687225
Preservation,11746,06,Viljandi Moon,Vortsa Ledge,Cul-de-sac,Unknown,2023,Crack Seal,Preservation,City,88.0,0.0,2.0,0.0,3925.13,Verified by CoSA,2022-11-14,2022-11-18 00:00:00,2022-11-08,2022-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,1232.168425212629
Preservation,11747,06,Laivita Mist,Cul-de-sac,Cul-de-sac,Unknown,2024,Crack Seal,Preservation,City,94.0,0.0,0.0,0.0,3815.99,Verified,2023-10-16,2023-10-20 00:00:00,2023-12-06,2023-12-06,Samuel Sanchez,Les Melghem: 210-207-5069,943.7682430195108
Preservation,11748,06,Estonia Gate,Tallinn Trace,W Military Dr,Unknown,2023,Crack Seal,Preservation,City,100.0,0.0,0.0,0.0,3681.17,Verified by CoSA,2022-10-24,2022-10-28 00:00:00,2022-11-03,2022-11-03,Samuel Sanchez,Les Melghem: 210-207-5069,901.4329165359017
Preservation,11749,06,Valga Hill,Estonia Gate,Antsla Sands,Unknown,2023,Slurry Seal,Preservation,City,93.0,0.0,0.0,0.0,4112.65,Verified by CoSA,2023-07-24,2023-07-28 00:00:00,2023-07-25,2023-07-25,Samuel Sanchez,Les Melghem: 210-207-5069,577.3336687899088
Preservation,11750,06,Antsla Sands,Valga Hill,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,95.0,0.0,0.0,0.0,26401.86,Locked,2024-04-15,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,994.7448851937402
Preservation,11752,06,Jogeva Way,Rapla Crossing,Petseri Park,Unknown,2024,Slurry Seal,Preservation,City,93.0,0.0,0.0,0.0,6310.06,Verified,2024-06-24,2024-06-28 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1040.121455564091
Preservation,11755,06,Meadow Fire,Timber View Dr,Meadow River,Unknown,2024,Crack Seal,Preservation,City,86.0,0.0,0.0,0.0,2105.51,Verified,2023-10-23,2023-10-27 00:00:00,2023-12-18,2023-12-18,Samuel Sanchez,Les Melghem: 210-207-5069,663.5030693968083
Preservation,11757,06,Ledgeside,Village Pkwy,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,80.0,0.0,0.05,0.0,33282.9,Locked,2024-04-15,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,683.1612392298939
Preservation,11758,06,Cantura Crest,Misty Brook,Valley Trails,Unknown,2024,Slurry Seal,Preservation,City,83.0,0.0,0.0,0.0,10346.31,Verified,2024-06-17,2024-06-21 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1591.74083362204
Preservation,11764,03,Raspberry Oak,Arkansas Oak,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,86.0,0.0,0.0,0.0,3911.7,Verified,2024-08-05,2024-08-09 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,496.7958509132481
Preservation,11765,03,Pedernales Dr,Cul-de-sac,Big Spring Ln,Unknown,2024,Slurry Seal,Preservation,City,86.0,0.0,0.0,0.0,2955.87,Verified,2024-08-05,2024-08-09 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,349.75031406399916
Preservation,11771,09,Culberson Station,Pelican Edge,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,82.0,0.0,0.0,0.0,3626.7,Verified by CoSA,2023-07-31,2023-08-04 00:00:00,2023-08-16,2023-08-16,Samuel Sanchez,Les Melghem: 210-207-5069,507.6704557091213
Preservation,11772,09,Legend Point Dr,Knights Cross Dr,Carmel Chase,Unknown,2023,Micro Surface - Contract,Preservation,Contract,76.0,0.0,0.0,8.0,73870.72,Locked,2023-05-15,2023-09-29 00:00:00,2023-07-13,2023-07-13,Daniel Carrion,Louis Guererro: 210-207-6944,2002.4912282567957
Preservation,11773,09,Grail Quest,Knights Cross Dr,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,78.0,0.0,2.0,0.0,8458.05,Verified by CoSA,2023-04-17,2023-04-20 00:00:00,2023-05-01,2023-05-01,Samuel Sanchez,Les Melghem: 210-207-5069,1336.7938073742744
Preservation,11774,09,Visor Dr,Grail Quest,Grail Quest,Unknown,2023,Slurry Seal,Preservation,City,92.0,0.0,0.0,0.0,9132.9,Verified by CoSA,2023-04-17,2023-04-20 00:00:00,2023-04-13,2023-04-13,Samuel Sanchez,Les Melghem: 210-207-5069,1658.74031139283
Preservation,11776,09,Knights Banner,Visor Dr,Grail Quest,Unknown,2023,Slurry Seal,Preservation,City,88.0,0.0,0.0,0.0,3042.37,Verified by CoSA,2023-04-17,2023-04-20 00:00:00,2023-04-17,2023-04-17,Samuel Sanchez,Les Melghem: 210-207-5069,516.2387076101114
Preservation,11777,03,Mc Kinley Ave,Roosevelt Ave,S Presa St,Unknown,2024,Slurry Seal,Preservation,City,94.0,0.0,0.0,0.0,11852.53,Verified,2024-07-29,2024-08-02 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1709.499067056972
Preservation,11785,09,Lost Arrow,Arrow Hill,Crooked Arrow,Unknown,2024,Crack Seal,Preservation,City,82.0,0.0,0.05,0.0,4728.82,Locked,2024-02-19,2024-02-23 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,1463.490635015478
Preservation,11788,09,Burnt Arrow,Lost Arrow,Crooked Arrow,Unknown,2024,Crack Seal,Preservation,City,91.0,0.0,0.0,0.0,2269.87,Verified,2024-01-29,2024-02-02 00:00:00,2023-11-06,2023-11-06,Samuel Sanchez,Les Melghem: 210-207-5069,667.6136221147023
Preservation,11789,09,Clearstone Dr,Stoneway Dr,Crescent Oaks,Unknown,2023,Slurry Seal,Preservation,City,82.0,0.0,0.0,0.0,5346.56,Verified by CoSA,2023-04-24,2023-04-27 00:00:00,2023-05-01,2023-05-01,Samuel Sanchez,Les Melghem: 210-207-5069,649.947978985543
Preservation,11790,03,Regina St,S Presa St,S Pine St,Unknown,2024,Slurry Seal,Preservation,City,90.0,0.0,0.0,0.0,13485.98,Verified,2024-08-05,2024-08-09 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,2405.2890524184695
Preservation,11791,09,Park Holw,Park Ranch,Park Crk,Unknown,2023,Slurry Seal - Contract,Preservation,Contract,88.0,0.0,0.0,0.0,42883.59,Verified Consultant,2023-04-03,2023-08-25 00:00:00,2023-09-21,2023-09-21,Daniel Carrion,Louis Guererro: 210-207-6944,1480.925212699977
Preservation,11792,09,Park Falls,Park Crk,Cul-de-sac,Unknown,2023,Slurry Seal - Contract,Preservation,Contract,85.0,0.0,0.0,0.0,16345.42,Verified Consultant,2023-04-03,2023-08-25 00:00:00,2023-09-21,2023-09-21,Daniel Carrion,Louis Guererro: 210-207-6944,532.1053531424185
Preservation,11793,09,Park Cir,Park Blf,Cul-de-sac,Unknown,2023,Slurry Seal - Contract,Preservation,Contract,90.0,0.0,0.0,0.0,15919.17,Verified Consultant,2023-04-03,2023-08-25 00:00:00,2023-09-20,2023-09-20,Daniel Carrion,Louis Guererro: 210-207-6944,517.7730639825801
Preservation,11796,09,Encino Cabin,Encino Rio,Cul-de-sac,Unknown,2023,Micro Surface - Contract,Preservation,Contract,85.0,0.0,5.0,8.0,50463.74,Pending,2023-05-15,2023-09-29 00:00:00,2023-07-12,2023-07-12,Daniel Carrion,Louis Guererro: 210-207-6944,788.9418795479882
Preservation,11797,09,Encino Lookout,Encino Cedros,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,84.0,0.0,0.0,0.0,7328.83,Verified by CoSA,2023-07-31,2023-08-04 00:00:00,2023-08-06,2023-08-06,Samuel Sanchez,Les Melghem: 210-207-5069,1139.4370323420312
Preservation,11798,09,Encino Caliza,Encino Caliza,Caliza Dr,Unknown,2023,Slurry Seal,Preservation,City,86.0,0.0,0.0,0.0,4715.55,Verified by CoSA,2023-07-31,2023-08-03 00:00:00,2022-10-23,2022-10-23,Samuel Sanchez,Les Melghem: 210-207-5069,800.15285821199
Preservation,11799,09,Encino Caliza,Encino Cedros,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,79.0,0.0,0.0,0.0,3907.34,Verified by CoSA,2023-07-31,2023-08-03 00:00:00,2022-10-25,2022-10-25,Samuel Sanchez,Les Melghem: 210-207-5069,549.0049281322864
Preservation,11800,09,Encino Cedros,Encino Robles,Encino Lookout,Unknown,2023,Slurry Seal,Preservation,City,85.0,0.0,0.0,0.0,10057.8,Verified by CoSA,2023-07-31,2023-08-03 00:00:00,2023-08-11,2023-08-11,Samuel Sanchez,Les Melghem: 210-207-5069,1815.2369586800671
Preservation,11802,9,Mandolin Wind,Girard Oaks,Pelican Crk,Unknown,2022,Slurry Seal,Preservation,City,82.0,0.0,0.0,0.0,4607.55,Pending,2022-05-02,2022-05-06 00:00:00,2022-04-28,2022-04-28,SESC,0,681.6671131814456
Preservation,11803,09,Pease Holw,Blackwater Rd,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,83.0,0.0,1.0,0.0,3175.15,Verified by CoSA,2023-08-07,2023-08-10 00:00:00,2023-07-14,2023-07-14,Samuel Sanchez,Les Melghem: 210-207-5069,420.1096870374381
Preservation,11804,03,Kashmuir Place,Hiawatha,S Walters St,Unknown,2023,Slurry Seal,Preservation,City,95.0,0.0,0.0,0.0,33511.89,Verified by CoSA,2023-08-28,2023-08-31 00:00:00,2023-07-25,2023-07-25,Samuel Sanchez,Les Melghem: 210-207-5069,5248.991259340116
Preservation,11805,09,Cardita,Caliza Dr,Luisa,Unknown,2023,Slurry Seal,Preservation,City,89.0,0.0,1.0,0.0,5074.45,Verified by CoSA,2023-04-10,2023-04-13 00:00:00,2022-11-04,2022-11-04,Samuel Sanchez,Les Melghem: 210-207-5069,688.8391364712268
Preservation,11806,03,Greer St,Anita St,Elgin Ave,Unknown,2024,Crack Seal,Preservation,City,81.0,0.0,0.6,0.0,1956.13,Locked,2024-01-01,2024-01-05 00:00:00,2023-11-07,2023-11-07,Samuel Sanchez,Les Melghem: 210-207-5069,549.3277702404574
Preservation,11807,10,Ashbury Lodge,Argyle Pass,Cul-de-sac,Unknown,2023,Crack Seal,Preservation,City,90.0,0.0,1.0,0.0,4481.68,Verified by CoSA,2023-03-06,2023-03-10 00:00:00,2022-11-22,2022-11-22,Samuel Sanchez,Les Melghem: 210-207-5069,1983.789400519083
Preservation,11808,10,Argyle Pass,Canaan Cross,Arcadia Park,Unknown,2023,Slurry Seal,Preservation,City,78.0,0.0,0.0,0.0,4048.84,Verified by CoSA,2023-04-24,2023-04-28 00:00:00,2023-05-30,2023-05-30,Samuel Sanchez,Les Melghem: 210-207-5069,687.018910237844
Preservation,11810,10,Granger Patch,Arcadia Park,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,73.0,0.0,0.0,0.0,3477.07,Verified by CoSA,2023-04-24,2023-04-28 00:00:00,2023-05-01,2023-05-01,Samuel Sanchez,Les Melghem: 210-207-5069,532.4825342115658
Preservation,11812,10,Canaan Cross,Molino Ct,Wayland Run,Unknown,2023,Slurry Seal,Preservation,City,61.0,0.0,1.0,0.0,4731.64,Verified by CoSA,2023-04-24,2023-04-28 00:00:00,2023-05-30,2023-05-30,Samuel Sanchez,Les Melghem: 210-207-5069,802.883951263992
Preservation,11813,10,Wayland Run,Molino Ct,Canaan Cross,Unknown,2023,Slurry Seal,Preservation,City,77.0,0.0,1.0,0.0,5225.03,Verified by CoSA,2023-04-24,2023-04-28 00:00:00,2023-05-22,2023-05-22,Samuel Sanchez,Les Melghem: 210-207-5069,994.3807883323047
Preservation,11826,04,Coconino Dr,Maria Isabel Dr,Cul-de-sac,Unknown,2024,Crack Seal,Preservation,City,82.0,0.0,0.0,0.0,6521.85,Verified,2023-12-04,2023-12-08 00:00:00,2023-11-21,2023-11-21,Samuel Sanchez,Les Melghem: 210-207-5069,1872.1763667156565
Preservation,11843,06,Heathridge,Alverstone Way,Branston,Unknown,2024,Crack Seal,Preservation,City,88.0,0.0,0.0,0.0,5542.92,Verified,2023-10-09,2023-10-13 00:00:00,2023-12-04,2023-12-04,Samuel Sanchez,Les Melghem: 210-207-5069,1746.7169031007784
Preservation,11847,06,Laheema Harbor,Finland Palm,Ingram Rd,Unknown,2024,Slurry Seal,Preservation,City,89.0,0.0,0.0,0.0,3130.92,Verified,2024-07-01,2024-07-05 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,458.20785490619505
Preservation,11848,06,Muuga Manor,Yormis Nest,Cul-de-sac,Unknown,2024,Crack Seal,Preservation,City,87.0,0.0,0.0,0.0,4059.91,Verified,2023-10-23,2023-10-27 00:00:00,2023-12-06,2023-12-06,Samuel Sanchez,Les Melghem: 210-207-5069,1137.459559951894
Preservation,11849,06,Padie Summit,Muuga Manor,Narva Plain,Unknown,2024,Crack Seal,Preservation,City,82.0,0.0,0.0,0.0,1516.03,Verified,2023-10-30,2023-11-03 00:00:00,2023-12-06,2023-12-06,Samuel Sanchez,Les Melghem: 210-207-5069,445.89347072779873
Preservation,11850,06,Athens,Dulles,Leander,Unknown,2024,Slurry Seal,Preservation,City,89.0,0.0,0.0,0.0,6436.07,Verified,2024-06-10,2024-06-14 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1060.8929056658264
Preservation,11852,06,Deer Park,Richland Hills Dr,Leander,Unknown,2024,Slurry Seal,Preservation,City,79.0,0.0,0.0,0.0,9961.89,Verified,2024-06-17,2024-06-21 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1553.3114445925798
Preservation,11853,06,De Valle,Fabens,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,75.0,0.0,0.0,0.0,4473.3,Verified,2024-06-17,2024-06-21 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,622.5684916469157
Preservation,11854,06,Koenig,Perryton,Leander,Unknown,2024,Slurry Seal,Preservation,City,89.0,0.0,0.0,0.0,7944.72,Verified,2024-06-24,2024-06-28 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1309.569743795276
Preservation,11855,09,Tornillo Dr,San Saba Blf,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,86.0,0.0,0.0,0.0,9118.77,Pending,2023-09-01,2023-09-30 00:00:00,2023-09-07,2023-09-07,Samuel Sanchez,Les Melghem: 210-207-5069,1396.0557112227202
Preservation,11857,09,Sabine Summit,Tornillo Dr,Nueces Spg,Unknown,2024,Crack Seal,Preservation,City,89.0,0.0,0.025,0.0,3596.25,Verified,2024-03-04,2024-03-08 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,1322.1465604865073
Preservation,11858,09,Wichita Pass,Tornillo Dr,Nueces Spg,Unknown,2024,Slurry Seal,Preservation,City,89.0,0.0,0.025,0.0,5462.81,Verified,2024-05-27,2024-05-31 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1080.600225121558
Preservation,11859,09,Llano Sound,Tornillo Dr,Nueces Spg,Unknown,2024,Crack Seal,Preservation,City,88.0,0.0,0.025,0.0,1993.05,Verified,2024-02-19,2024-02-23 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,788.2639065883253
Preservation,11860,09,Nueces Spg,Llano Sound,San Saba Blf,Unknown,2024,Crack Seal,Preservation,City,89.0,0.0,0.025,0.0,2524.76,Verified,2024-02-26,2024-03-01 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,928.2176696219292
Preservation,11861,09,Wichita Pass,Nueces Spg,Neches Branch,Unknown,2024,Crack Seal,Preservation,City,91.0,0.0,0.025,0.0,941.17,Verified,2024-03-18,2024-03-22 00:00:00,2023-11-01,2023-11-01,Samuel Sanchez,Les Melghem: 210-207-5069,346.02493469388924
Preservation,11862,09,Neches Branch,Lavaca Crk,Chimayo Bend,Unknown,2024,Slurry Seal,Preservation,City,89.0,0.0,0.025,0.0,4663.41,Verified,2024-05-06,2024-05-10 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,945.7209280267203
Preservation,11863,09,Lavaca Crk,Neches Branch,Cul-de-sac,Unknown,2024,Crack Seal,Preservation,City,88.0,0.0,0.025,0.0,3450.46,Verified,2024-02-19,2024-02-23 00:00:00,2023-11-06,2023-11-06,Samuel Sanchez,Les Melghem: 210-207-5069,1148.2978029741728
Preservation,11864,09,Coyanosa Falls,Lavaca Crk,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,91.0,0.0,0.025,0.0,2582.22,Verified,2024-04-15,2024-04-19 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,402.7211773989327
Preservation,11865,09,Concho Stream,Lavaca Crk,Cul-de-sac,Unknown,2024,Crack Seal,Preservation,City,88.0,0.0,0.025,0.0,770.9,Verified,2024-01-29,2024-02-02 00:00:00,2023-11-06,2023-11-06,Samuel Sanchez,Les Melghem: 210-207-5069,174.84706960943112
Preservation,11866,09,Mustang Chase,Wilderness Oak,Chimayo Bend,Unknown,2024,Slurry Seal,Preservation,City,89.0,0.0,0.025,0.0,2291.28,Verified,2024-05-06,2024-05-10 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,440.6341742656731
Preservation,11867,09,Chimayo Bend,Neches Branch,Mustang Chase,Unknown,2024,Crack Seal,Preservation,City,91.0,0.0,0.025,0.0,2647.57,Verified,2024-01-29,2024-02-02 00:00:00,2023-11-06,2023-11-06,Samuel Sanchez,Les Melghem: 210-207-5069,1010.9432444785272
Preservation,11868,09,Blackwater Rd,Pease Holw,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,73.0,0.0,0.0,0.0,9325.46,Pending,2023-09-01,2023-09-30 00:00:00,2023-09-06,2023-09-06,Samuel Sanchez,Les Melghem: 210-207-5069,1396.7180061248537
Preservation,11870,09,Toyah Brook,Blackwater Rd,Cul-de-sac,Unknown,2024,Crack Seal,Preservation,City,87.0,0.0,0.025,0.0,1348.96,Verified,2024-03-11,2024-03-15 00:00:00,2023-11-01,2023-11-01,Samuel Sanchez,Les Melghem: 210-207-5069,388.7715679311178
Preservation,11871,09,Salado Mist,Blackwater Rd,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,73.0,0.0,0.025,0.0,2296.06,Verified,2024-05-13,2024-05-17 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,338.9282397264889
Preservation,11872,09,Lindseys Cv,Hardy Oak Blvd,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,90.0,0.0,0.025,0.0,4698.77,Verified,2024-04-29,2024-05-03 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,798.6471675356718
Preservation,11873,09,Eagle Vail,Hardy Oak Blvd,Red Hawk Rdg,Unknown,2024,Crack Seal,Preservation,City,84.0,0.0,0.025,0.0,3298.11,Verified,2024-02-12,2024-02-16 00:00:00,2023-11-01,2023-11-01,Samuel Sanchez,Les Melghem: 210-207-5069,1212.5422205925436
Preservation,11874,09,Kaitlyn Canyon,Eagle Vail,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,89.0,0.0,0.0,0.0,2734.68,Verified,2024-04-29,2024-05-03 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,378.90101489070247
Preservation,11875,09,Red Hawk Rdg,Kaitlyn Canyon,Cul-de-sac,Unknown,2024,Crack Seal,Preservation,City,91.0,0.0,0.025,0.0,5624.58,Verified,2024-03-04,2024-03-08 00:00:00,2023-11-01,2023-11-01,Samuel Sanchez,Les Melghem: 210-207-5069,1966.742219367845
Preservation,11885,09,Brannan Blf,Desert Blf,Steubing Oaks,Unknown,2024,Slurry Seal,Preservation,City,74.0,0.0,0.025,0.0,3577.89,Verified,2024-04-08,2024-04-12 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1448.1096465456
Preservation,11886,09,Prescott Oaks,Desert Blf,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,84.0,0.0,0.025,0.0,2955.48,Verified,2024-05-13,2024-05-17 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,400.0258972065882
