SwProjectID,ProjectCategory,CouncilDistrict,ProjectStreet,FromStreet,ToStreet,SideOfStreet,EstTotalCost,FiscalYear,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,PercentComplete,ProjectType,ProjectManager,Contact,ProjectLength,SidewalkInstalledFeet,ProjectStatus,ProjectLimits,Shape_Length
1155,IMP,3,CONGRESS,S FLORES ST,CURTIS ST,Both Sides,116692.03,2021,2021-03-18,2021-05-21,2021-03-18,2021-04-19,100.0,Sidewalks,Karlo Jajliardo,0,2381.47,0.0,Existing/None Existing,CONGRESS - Both Sides ( S FLORES ST To CURTIS ST ) ,2381.4695518928424
1161,IMP,1,N SABINAS,LEAL ST,RUIZ ST,West Side,22376.34,2021,2021-09-20,2021-09-28,2021-09-21,2021-09-24,100.0,Sidewalks,Daniel Carrion,0,456.66,0.0,None Existing,N SABINAS - West Side ( LEAL ST To RUIZ ST ) ,453.29052173793053
1240,IMP,7,CRYSTAL RUN,FLIPPER DR,WURZBACH RD,North Side,56165.27,2021,2021-07-19,2021-08-20,2021-07-19,2021-08-05,100.0,Sidewalks,Maitham Humoud,0,1146.23,0.0,None Existing,CRYSTAL RUN - North Side ( FLIPPER DR To WURZBACH RD ) ,1168.0595439909694
1246,IMP,7,TEXAS AVE,GOODRICH AVE,NEFF AVE,Both Sides,16032.8,2021,2021-07-26,2021-08-27,2021-07-26,2021-09-17,100.0,Sidewalks,Maitham Humoud,0,327.2,0.0,Existing/None Existing,TEXAS AVE - Both Sides ( GOODRICH AVE To NEFF AVE ) ,327.1956853671484
1318,IMP,2,BURNET ST,N OLIVE ST,N PINE ST,South Side,14231.07,2021,2021-04-26,2021-07-19,2021-05-03,2021-08-03,100.0,Sidewalks,Luis Ocura,0,290.43,0.0,None Existing,BURNET ST - South Side ( N OLIVE ST To N PINE ST ) ,277.53430031231176
1319,IMP,2,SHERMAN ST,N MESQUITE ST,N HACKBERRY ST,South Side,21145.95,2021,2021-06-07,2021-08-23,2021-07-12,2021-08-13,100.0,Sidewalks,Luis Ocura,0,431.55,0.0,None Existing,SHERMAN ST - South Side ( N MESQUITE ST To N HACKBERRY ST ) ,416.2703385044931
1335,IMP,2,BURNET ST,N PINE ST,WILLOW ST,North Side,21360.08,2021,2021-04-26,2021-07-19,2021-05-03,2021-08-03,100.0,Sidewalks,Luis Ocura,0,435.92,0.0,Existing/None Existing,BURNET ST - North Side ( N PINE ST To WILLOW ST ) ,430.8738472890069
1347,IMP,3,KASHMUIR PLACE,S WALTERS ST,CLARK AVE,North Side,51473.28,2021,2021-03-22,2021-04-23,2021-02-15,2021-04-05,100.0,Sidewalks,Karlo Jajliardo,0,1354.56,0.0,None Existing,KASHMUIR PLACE - North Side ( S WALTERS ST To CLARK AVE ) ,1369.0425998201797
1365,IMP,9,VISTA NOGAL,VISTA HILL,PATRICIA DR,West Side,51633.26,2021,2021-03-08,2021-04-30,2021-03-08,2021-04-05,100.0,Sidewalks,Oziegbe Oyameda,0,1263.74,0.0,None Existing,VISTA NOGAL - West Side ( VISTA HILL To PATRICIA DR ) ,1008.6004812462858
1379,IMP,2,CHARCLIFF DR,UPLAND DR,EASTWOOD DR,Both Sides,114718.31,2021,2021-11-20,2021-03-14,2020-12-14,2021-03-19,100.0,Sidewalks,Luis Ocura,0,2341.19,0.0,None Existing,CHARCLIFF DR - Both Sides ( UPLAND DR To EASTWOOD DR ) ,2341.193747241496
1389,SW Repair,1,LIVELY,PANDA DR,WEST AVE,Both Sides,34891.3,2021,2021-02-01,2021-09-30,2021-05-24,2021-06-17,0.0,Sidewalks,Harry Trumble,0,3868.47,0.0,Existing,LIVELY - Both Sides ( PANDA DR To WEST AVE ) ,3868.471180444984
1391,SW Repair,2,DILWORTH ST,S NEW BRAUNFELS AVE,IOWA ST,Both Sides,15451.2,2021,2021-01-01,2021-09-30,2021-03-08,2021-03-11,0.0,Sidewalks,Harry Trumble,0,841.58,0.0,Existing,DILWORTH ST - Both Sides ( S NEW BRAUNFELS AVE To IOWA ST ) ,944.6733292158976
1392,SW Repair,2,DENVER BLVD,ST ANTHONY AVE,S NEW BRAUNFELS AVE,Both Sides,9990.0,2021,2020-12-01,2021-09-30,2021-02-01,2021-03-08,0.0,Sidewalks,Harry Trumble,0,625.61,0.0,Existing,DENVER BLVD - Both Sides ( ST ANTHONY AVE To S NEW BRAUNFELS AVE ) ,625.6149176337638
1395,SW Repair,3,E WHITE AVE,S FLORES ST,TRENTON ST,Both Sides,11601.72,2021,2021-01-01,2020-12-31,2020-10-23,2020-11-05,0.0,Sidewalks,Harry Trumble,0,832.01,0.0,Existing,E WHITE AVE - Both Sides ( S FLORES ST To TRENTON ST ) ,832.008714768343
1396,SW Repair,3,SHRINE AVE,RONDA ST,LOLETA,Both Sides,11455.2,2021,2021-01-01,2020-12-31,2020-11-06,2020-11-19,0.0,Sidewalks,Harry Trumble,0,844.37,0.0,Existing,SHRINE AVE - Both Sides ( RONDA ST To LOLETA ) ,844.3732387322073
1397,SW Repair,3,SUSSEX AVE,RONDA ST,LOLETA,Both Sides,9546.0,2021,2021-01-01,2020-12-31,2020-12-23,2020-12-07,0.0,Sidewalks,Harry Trumble,0,846.29,0.0,Existing,SUSSEX AVE - Both Sides ( RONDA ST To LOLETA ) ,846.2889438666926
1398,SW Repair,3,STRATFORD CT,DEAD END,CYNTHIA LINN,Both Sides,13013.64,2021,2021-02-01,2021-02-01,2020-12-07,2020-12-22,0.0,Sidewalks,Harry Trumble,0,841.06,0.0,Existing,STRATFORD CT - Both Sides ( DEAD END To CYNTHIA LINN ) ,841.0641147449593
1401,SW Repair,4,RIO LINDA,BAY HORSE DR,PRESCOTT DR,Both Sides,29634.78,2021,2021-02-01,2021-09-30,2021-08-31,2021-09-16,0.0,Sidewalks,Harry Trumble,0,1918.36,0.0,Existing,RIO LINDA - Both Sides ( BAY HORSE DR To PRESCOTT DR ) ,1918.3604233135543
1404,SW Repair,5,W HIGHLAND BLVD,MISSION RD,HUNSTOCK AVE,Both Sides,22644.0,2021,2021-03-01,2021-09-30,2021-08-09,2021-09-03,0.0,Sidewalks,Harry Trumble,0,1588.47,0.0,Existing,W HIGHLAND BLVD - Both Sides ( MISSION RD To HUNSTOCK AVE ) ,1589.7814208462771
1405,SW Repair,5,WILKENS,ROOSEVELT AVE,CASTILLO AVE,Both Sides,15051.6,2021,2021-07-01,2021-08-01,2021-06-21,2021-07-12,0.0,Sidewalks,Harry Trumble,0,1034.95,0.0,Existing,WILKENS - Both Sides ( ROOSEVELT AVE To CASTILLO AVE ) ,1017.0914705998208
1406,SW Repair,5,S ROSILLO,SAN LUIS ST,W CESAR CHAVEZ BLVD,Both Sides,4755.24,2021,2021-07-15,2021-08-15,2021-07-27,2021-08-09,0.0,Sidewalks,Harry Trumble,0,354.18,0.0,Existing,S ROSILLO - Both Sides ( SAN LUIS ST To W CESAR CHAVEZ BLVD ) ,354.1837523629453
1411,SW Repair,6,VIVA MAX DR,OAKHILL RD,CALLAGHAN RD,Both Sides,30369.6,2021,2021-08-15,2021-09-15,2021-09-24,2021-10-04,0.0,Sidewalks,Harry Trumble,0,2211.35,0.0,Existing,VIVA MAX DR - Both Sides ( OAKHILL RD To CALLAGHAN RD ) ,2230.930295329561
1412,SW Repair,6,DAVY CROCKETT DR,VIVA MAX DR,PANCHO VILLA DR,Both Sides,7326.0,2021,2021-08-01,2021-09-01,2021-09-30,2021-10-08,0.0,Sidewalks,Harry Trumble,0,659.44,0.0,Existing,DAVY CROCKETT DR - Both Sides ( VIVA MAX DR To PANCHO VILLA DR ) ,654.071266308134
1413,SW Repair,6,JIM BOWIE DR,VIVA MAX DR,PANCHO VILLA DR,Both Sides,7326.0,2021,2021-08-10,2021-09-10,2021-09-30,2021-10-08,0.0,Sidewalks,Harry Trumble,0,654.73,0.0,Existing,JIM BOWIE DR - Both Sides ( VIVA MAX DR To PANCHO VILLA DR ) ,641.4849927016667
1417,SW Repair,7,DOVE HILL,WARPATH DR,QUIVER DR,Both Sides,20446.2,2021,2021-08-20,2021-09-20,2021-09-16,2021-09-27,0.0,Sidewalks,Harry Trumble,0,1472.17,0.0,Existing,DOVE HILL - Both Sides ( WARPATH DR To QUIVER DR ) ,1472.168187578272
1421,SW Repair,8,SPRING ROSE DR,SPRING MONT DR,SPRING TIME DR,Both Sides,17837.7,2021,2021-07-01,2021-07-01,2021-10-18,2021-10-28,0.0,Sidewalks,Harry Trumble,0,1603.88,0.0,Existing,SPRING ROSE DR - Both Sides ( SPRING MONT DR To SPRING TIME DR ) ,1603.8776991877426
1425,SW Repair,9,FANTASIA,REVERIE LN,SAN PEDRO AVE,Both Sides,20990.1,2021,2021-08-01,2021-08-01,2021-05-10,2021-05-21,0.0,Sidewalks,Harry Trumble,0,1836.48,0.0,Existing,FANTASIA - Both Sides ( REVERIE LN To SAN PEDRO AVE ) ,25.403438573361655
1426,SW Repair,9,AFTERGLOW DR,WEST AVE,LIDA ROSE,Both Sides,8713.5,2021,2021-08-01,2021-08-01,2021-05-17,2021-05-24,0.0,Sidewalks,Harry Trumble,0,772.64,0.0,Existing,AFTERGLOW DR - Both Sides ( WEST AVE To LIDA ROSE ) ,789.4625403794406
1430,SW Repair,10,BAYLISS,EDGEFIELD DR,PESQUERA,Both Sides,23676.3,2021,2021-04-27,2021-05-14,2021-04-27,2021-05-14,0.0,Sidewalks,Harry Trumble,0,2140.78,0.0,Existing,BAYLISS - Both Sides ( EDGEFIELD DR To PESQUERA ) ,2140.778970158189
1431,SW Repair,10,BRET HARTE,SORRENTO,TENNYSON,Both Sides,13697.4,2021,2021-09-01,2021-09-01,2021-04-01,2021-04-27,0.0,Sidewalks,Harry Trumble,0,1224.19,0.0,Existing,BRET HARTE - Both Sides ( SORRENTO To TENNYSON ) ,1224.188702775196
1440,SW Repair,8,SPRING BROOK DR,SPRING MONT DR,SPRING TIME DR,Both Sides,14669.79,2021,2021-07-01,2021-08-01,2021-10-08,2021-10-21,0.0,Sidewalks,Harry Trumble,0,1622.68,0.0,Existing,SPRING BROOK DR - Both Sides ( SPRING MONT DR To SPRING TIME DR ) ,1622.6826822755588
1482,IMP,2,PROVIDENCE,SEA BREEZE,CHESAPEAKE,West Side,63882.77,2021,2020-10-12,2020-12-05,2020-10-12,2020-11-16,100.0,Sidewalks,Luis Ocura,0,1303.73,0.0,None Existing,PROVIDENCE - West Side ( SEA BREEZE To CHESAPEAKE ) ,1303.7280237133089
1491,IMP,3,MERRY ANN DR,LYNHURST AVE,FRANCES JEAN,Both Sides,88538.1,2021,2021-03-15,2021-06-25,2021-03-15,2021-04-30,100.0,Sidewalks,Karlo Jajliardo,0,1806.9,0.0,None Existing,MERRY ANN DR - Both Sides ( LYNHURST AVE To FRANCES JEAN ) ,1806.901390364318
1492,IMP,3,MERRY ANN DR,PIEDMONT AVE,LYNHURST AVE,Both Sides,106800.4,2021,2021-03-15,2021-06-25,2021-03-15,2021-04-30,100.0,Sidewalks,Karlo Jajliardo,0,2179.6,0.0,None Existing,MERRY ANN DR - Both Sides ( PIEDMONT AVE To LYNHURST AVE ) ,2137.4441733090944
1500,IMP,4,WOBAKER,W MALLY BLVD,CUL-DE-SAC,Both Sides,21841.26,2021,2021-09-27,2022-03-29,2021-09-27,2021-10-11,95.0,Sidewalks,Karlo Jajliardo,0,445.74,0.0,None Existing,WOBAKER - Both Sides ( W MALLY BLVD To CUL-DE-SAC ) ,621.5437827544214
1501,IMP,4,LYTLE AVE,GILLETTE BLVD,W MALLY BLVD,East Side,39046.14,2021,2021-06-21,2021-08-13,2021-06-17,2021-08-03,100.0,Sidewalks,Karlo Jajliardo,0,796.86,0.0,None Existing,LYTLE AVE - East Side ( GILLETTE BLVD To W MALLY BLVD ) ,769.639955152758
1502,IMP,4,ODEM,GILLETTE BLVD,OLIMITO,East Side,19945.94,2021,2021-06-21,2021-08-20,2021-06-16,2021-08-03,100.0,Sidewalks,Karlo Jajliardo,0,407.06,0.0,None Existing,ODEM - East Side ( GILLETTE BLVD To OLIMITO ) ,383.3505163023431
1510,IMP,4,PALM CREST,FAIRMEADOWS,CUL-DE-SAC,Both Sides,50502.34,2021,2021-09-13,2021-10-29,2021-09-13,2021-11-09,99.0,Sidewalks,Karlo Jajliardo,0,1030.66,0.0,None Existing,PALM CREST - Both Sides ( FAIRMEADOWS To CUL-DE-SAC ) ,1202.6318718624302
1525,IMP,5,S MURRY ST,MONTEREY ST,BUENA VISTA ST,Both Sides,33674.27,2021,2020-11-16,2020-12-10,2020-12-08,2020-12-23,100.0,Sidewalks,Maitham Humoud,0,687.23,0.0,None Existing,S MURRY ST - Both Sides ( MONTEREY ST To BUENA VISTA ST ) ,687.2274684926952
1527,IMP,5,DANNYCLAY,NW 38TH ST,YOLANDA,Both Sides,104852.16,2021,2021-01-18,2021-03-31,2021-02-01,2021-04-05,100.0,Sidewalks,Maitham Humoud,0,2139.84,0.0,None Existing,DANNYCLAY - Both Sides ( NW 38TH ST To YOLANDA ) ,2116.4649311430508
1528,IMP,6,RIM LINE DR,RIDGE STONE,RIM ROCK TRL,West Side,47720.61,2021,2021-02-15,2021-04-09,2021-02-08,2021-03-03,100.0,Sidewalks,Maitham Humoud,0,973.89,0.0,None Existing,RIM LINE DR - West Side ( RIDGE STONE To RIM ROCK TRL ) ,966.005268242372
1530,IMP,7,JOHN ADAMS DR,COLLEEN,RED BUD DR,Both Sides,159890.43,2021,2021-03-15,2021-05-28,2021-03-10,2021-05-28,100.0,Sidewalks,Maitham Humoud,0,3263.07,0.0,None Existing,JOHN ADAMS DR - Both Sides ( COLLEEN To RED BUD DR ) ,3294.7779039532443
1553,IMP,6,LAUREL BEND,SOUTH BEND,IVY BEND,West Side,38851.12,2021,2021-04-05,2020-12-31,2020-11-23,2020-12-11,100.0,Sidewalks,Maitham Humoud,0,792.88,0.0,None Existing,LAUREL BEND - West Side ( SOUTH BEND To IVY BEND ) ,551.5646283639659
1554,IMP,6,IVY BEND,GRAND BEND,LAUREL BEND,North Side,21022.47,2021,2021-03-22,2020-12-31,2020-11-16,2020-12-11,100.0,Sidewalks,Maitham Humoud,0,429.03,0.0,None Existing,IVY BEND - North Side ( GRAND BEND To LAUREL BEND ) ,429.03389175206394
1556,IMP,6,BRICKWOOD,GUILBEAU RD,BRISTOW BEND,Both Sides,32401.74,2021,2021-02-15,2021-03-19,2021-01-22,2021-02-04,100.0,Sidewalks,Maitham Humoud,0,661.26,0.0,None Existing,BRICKWOOD - Both Sides ( GUILBEAU RD To BRISTOW BEND ) ,661.256845848676
1561,IMP,6,OAK MILL,OAK BRANCH,STAR CREEK DR,North Side,45605.45,2021,2021-10-20,2021-11-19,2021-10-20,2021-11-23,100.0,Sidewalks,Maitham Humoud,0,885.56,0.0,None Existing,OAK MILL - North Side ( OAK BRANCH To STAR CREEK DR ) ,683.5296633424605
1566,IMP,9,WEST AVE,SILVER OAKS,ANCHOR,East Side,63338.38,2021,2021-08-02,2021-09-30,2021-08-02,2021-09-08,100.0,Sidewalks,Oziegbe Oyameda,0,1292.62,0.0,None Existing,WEST AVE - East Side ( SILVER OAKS To ANCHOR ) ,1292.6173257997443
1567,IMP,10,NACOGDOCHES RD,THOUSAND OAKS,OLD PERRIN-BEITEL RD,Both Sides,89991.93,2021,2021-05-04,2021-08-04,2021-05-04,2021-08-04,100.0,Sidewalks,Oziegbe Oyameda,0,1836.57,0.0,None Existing,NACOGDOCHES RD - Both Sides ( THOUSAND OAKS To OLD PERRIN-BEITEL RD ) ,1836.5708676568424
1568,IMP,10,LE BLANC,SHIRE OAK,QUARLES DR,Both Sides,28123.06,2021,2021-04-22,2021-06-30,2021-04-19,2021-06-30,100.0,Sidewalks,Oziegbe Oyameda,0,573.94,0.0,None Existing,LE BLANC - Both Sides ( SHIRE OAK To QUARLES DR ) ,542.3875816101663
1623,IMP,5,WILLEE,NW 38TH ST,YOLANDA,Both Sides,104635.58,2021,2021-04-01,2021-09-30,2021-03-31,2021-07-02,100.0,Sidewalks,Maitham Humoud,0,2135.42,0.0,None Existing,WILLEE - Both Sides ( NW 38TH ST To YOLANDA ) ,2180.25450211423
1629,IMP,3,BROADBENT AVE,TOPEKA BLVD,HAGGIN ST,West Side,24829.77,2021,2021-08-04,2021-09-24,2021-08-04,2021-08-20,100.0,Sidewalks,Karlo Jajliardo,0,506.73,0.0,None Existing,BROADBENT AVE - West Side ( TOPEKA BLVD To HAGGIN ST ) ,513.4536856116505
1632,SW Repair,2,GALAHAD DR,KING ARTHUR,CUL-DE-SAC,Both Sides,34671.52,2021,2021-01-01,2021-04-10,2021-03-15,2021-04-01,0.0,Sidewalks,Harry Trumble,0,2502.43,0.0,Existing,GALAHAD DR - Both Sides ( KING ARTHUR To CUL-DE-SAC ) ,2502.431112620897
1633,SW Repair,3,TREEHOUSE DR,PECAN GROVE BLVD,GITTINGER,Both Sides,33566.4,2021,2021-02-01,2021-02-01,2021-01-04,2021-01-28,0.0,Sidewalks,Harry Trumble,0,2447.77,0.0,Existing,TREEHOUSE DR - Both Sides ( PECAN GROVE BLVD To GITTINGER ) ,2447.771016298786
1636,SW Repair,5,E HIGHLAND BLVD,S PRESA ST,BUCKINGHAM,Both Sides,8880.0,2021,2021-03-01,2021-09-30,2021-07-12,2021-07-22,0.0,Sidewalks,Harry Trumble,0,640.26,0.0,Existing,E HIGHLAND BLVD - Both Sides ( S PRESA ST To BUCKINGHAM ) ,640.261537604851
1637,SW Repair,5,COLIMA ST,S PICOSO,NUEVA LEON ST,Both Sides,11322.0,2021,2021-07-20,2021-08-20,2021-07-22,2021-07-27,0.0,Sidewalks,Harry Trumble,0,771.34,0.0,Existing,COLIMA ST - Both Sides ( S PICOSO To NUEVA LEON ST ) ,771.3399742039641
1640,IMP,1,LA MANDA BLVD,AGANIER AVE,BEACON AVE,North Side,21819.7,2021,2020-12-21,2020-12-31,2020-10-21,2020-11-03,100.0,Sidewalks,Daniel Carrion,0,445.3,0.0,None Existing,LA MANDA BLVD - North Side ( AGANIER AVE To BEACON AVE ) ,500.2943326262396
1651,IMP,8,BABCOCK RD,SUNSET HAVEN DR,CUL-DE-SAC,East Side,56330.89,2021,2021-03-22,2021-05-12,2021-03-22,2021-06-12,100.0,Sidewalks,Oziegbe Oyameda,0,1149.61,0.0,None Existing,BABCOCK RD - East Side ( SUNSET HAVEN DR To CUL-DE-SAC ) ,1148.443082832519
1661,SW Repair,7,W SUMMIT,KAMPMANN BLVD,LAKE BLVD,South Side,26640.0,2021,2021-06-01,2021-07-01,2021-10-29,2021-11-16,0.0,Sidewalks,Harry Trumble,0,1260.74,0.0,Existing,W SUMMIT - South Side ( KAMPMANN BLVD To LAKE BLVD ) ,1260.736807667974
1705,IMP,1,MARDELL ST,BRAD,DEAD END,South Side,83781.18,2021,2021-03-25,2021-05-14,2021-03-29,2021-04-22,100.0,Sidewalks,Daniel Carrion,0,1759.82,0.0,None Existing,MARDELL ST - South Side ( BRAD To DEAD END ) ,1759.2737355735867
1706,IMP,1,HARWOOD DR,ENNIS,NEER AVE,South Side,63930.79,2021,2021-04-22,2021-05-21,2021-04-29,2021-07-02,100.0,Sidewalks,Daniel Carrion,0,1464.71,0.0,None Existing,HARWOOD DR - South Side ( ENNIS To NEER AVE ) ,1464.7110382471003
1750,IMP,1,CLIFFWOOD DR,WEST AVE,NEER AVE,North Side,155663.56,2021,2021-08-26,2021-11-26,2021-08-26,2021-10-11,100.0,Sidewalks,Daniel Carrion,0,1889.17,0.0,None Existing,CLIFFWOOD DR - North Side ( WEST AVE To NEER AVE ) ,1889.1684778619233
1769,IMP,1,REDROCK DR,WEST AVE,NEER AVE,North Side,156363.28,2021,2021-09-07,2021-10-27,2021-09-13,2021-10-29,99.0,Sidewalks,Daniel Carrion,0,1829.46,0.0,None Existing,REDROCK DR - North Side ( WEST AVE To NEER AVE ) ,1829.461958814516
2021543,IMP,10,MAYFAIR DR,MacArthur View,LUZON,North Side,62181.0,2021,2021-02-08,2021-04-08,2021-02-08,2021-04-02,100.0,Sidewalks,Oziegbe Oyameda,0,1269.0,0.0,Completed,MAYFAIR DR - North Side ( MacArthur View To LUZON ) ,1269.0023525665003
52,IMP,1,BIERING AVE,S PRESA ST,S ST MARYS,Both Sides,19806.55,2020,2020-08-20,2020-08-28,2020-08-20,2020-08-24,99.0,Sidewalks,Daniel Carrion,0,260.27,0.0,None Existing,BIERING AVE - Both Sides ( S PRESA ST To S ST MARYS ) ,270.80511984279275
53,IMP,1,OGDEN ST,E PARK AVE,E LOCUST ST,Both Sides,31179.69,2020,2020-07-20,2020-09-30,2020-07-20,2020-07-24,100.0,Sidewalks,Daniel Carrion,0,409.72,0.0,None Existing,OGDEN ST - Both Sides ( E PARK AVE To E LOCUST ST ) ,409.71854513533503
54,IMP,1,PASCHAL,E LOCUST ST,E DEWEY PLACE,West Side,21951.81,2020,2020-07-06,2020-03-30,2020-02-05,2020-02-14,100.0,Sidewalks,Daniel Carrion,0,243.46,0.0,None Existing,PASCHAL - West Side ( E LOCUST ST To E DEWEY PLACE ) ,243.46280848022812
59,IMP,1,RIDDLE,S PRESA ST,SADIE ST,Both Sides,44677.55,2020,2020-01-13,2020-01-31,2020-01-13,2020-01-29,100.0,Sidewalks,Daniel Carrion,0,587.09,0.0,None Existing,RIDDLE - Both Sides ( S PRESA ST To SADIE ST ) ,587.0885193074009
64,IMP,1,STIEREN,S ST MARYS,MISSION ST,Both Sides,32910.21,2020,2020-08-10,2020-08-19,2020-08-10,2020-08-28,100.0,Sidewalks,Daniel Carrion,0,432.46,0.0,None Existing,STIEREN - Both Sides ( S ST MARYS To MISSION ST ) ,417.27320976492376
103,IMP,1,SERVICE,MENCHACA,ALBERT ST,East Side,12930.91,2020,2020-06-30,2020-07-16,2020-06-30,2020-07-16,100.0,Sidewalks,Daniel Carrion,0,169.92,0.0,None Existing,SERVICE - East Side ( MENCHACA To ALBERT ST ) ,282.415451856139
115,IMP,1,E PARK AVE,OGDEN ST,DEAD END,South Side,19767.74,2020,2020-09-01,2020-09-30,2020-07-13,2020-07-17,100.0,Sidewalks,Daniel Carrion,0,259.76,0.0,None Existing,E PARK AVE - South Side ( OGDEN ST To DEAD END ) ,237.09372181497363
120,IMP,1,LANGTON,YORK DR,SAN PEDRO AVE,North Side,30625.68,2020,2020-02-10,2020-03-30,2020-02-11,2020-02-21,100.0,Sidewalks,Daniel Carrion,0,402.44,0.0,None Existing,LANGTON - North Side ( YORK DR To SAN PEDRO AVE ) ,105.1988181162447
129,IMP,2,VIRGINIA BLVD,S MESQUITE ST,CACTUS ST,Both Sides,83318.85,2020,2020-04-13,2020-03-31,2020-01-23,2020-03-20,100.0,Sidewalks,Carmen Varela-Rivas,0,1524.0,0.0,None Existing,VIRGINIA BLVD - Both Sides ( S MESQUITE ST To CACTUS ST ) ,1094.8585526475465
133,IMP,2,MERCURY,MIDLAND ST,S WW WHITE RD,North Side,60193.58,2020,2020-04-13,2020-05-08,2020-03-24,2020-05-01,100.0,Sidewalks,Carmen Varela-Rivas,0,790.98,0.0,None Existing,MERCURY - North Side ( MIDLAND ST To S WW WHITE RD ) ,790.9822062683769
163,IMP,9,PATRICIA DR,WEST AVE,CRESTPARK,North Side,79565.59,2020,2020-01-30,2020-04-21,2020-01-30,2020-04-21,100.0,Sidewalks,Oziegbe Oyameda,0,1045.54,0.0,None Existing,PATRICIA DR - North Side ( WEST AVE To CRESTPARK ) ,1045.536844460793
168,IMP,10,STATHMORE,ROCK CROFT DR,GARDEN QUARTER,Both Sides,166076.07,2020,2020-03-02,2020-05-22,2020-03-02,2020-05-22,100.0,Sidewalks,Oziegbe Oyameda,0,2182.34,0.0,None Existing,STATHMORE - Both Sides ( ROCK CROFT DR To GARDEN QUARTER ) ,2144.114854659306
172,IMP,10,KINGS PT,COMSTOCK,HILLSWIND,Both Sides,72797.26,2020,2020-01-13,2020-03-19,2020-01-13,2020-03-19,100.0,Sidewalks,Oziegbe Oyameda,0,956.6,0.0,None Existing,KINGS PT - Both Sides ( COMSTOCK To HILLSWIND ) ,910.2173861536146
235,IMP,5,WAGNER AVE,VOTAW ST,CLINTON ST,Both Sides,51840.08,2020,2020-03-23,2020-03-31,2020-01-30,2020-03-17,100.0,Sidewalks,Maitham Humoud,0,681.21,0.0,None Existing,WAGNER AVE - Both Sides ( VOTAW ST To CLINTON ST ) ,675.0257771552488
280,IMP,7,W GRAMERCY PLACE,N ELMENDORF,N ZARZAMORA,Both Sides,36543.22,2020,2020-08-17,2020-09-18,2020-08-17,2020-09-04,100.0,Sidewalks,Maitham Humoud,0,480.2,0.0,None Existing,W GRAMERCY PLACE - Both Sides ( N ELMENDORF To N ZARZAMORA ) ,480.2010353971825
285,IMP,7,ROLLINS AVE,LEO,TULANE,North Side,57602.37,2020,2020-03-20,2020-04-30,2020-04-06,2020-05-06,100.0,Sidewalks,Maitham Humoud,0,756.93,0.0,None Existing,ROLLINS AVE - North Side ( LEO To TULANE ) ,756.9302890589622
287,IMP,7,WAVERLY,LEO,BANDERA RD,Both Sides,152226.64,2020,2020-03-20,2020-05-29,2020-03-26,2020-06-29,100.0,Sidewalks,Maitham Humoud,0,2000.35,0.0,None Existing,WAVERLY - Both Sides ( LEO To BANDERA RD ) ,2000.353154145086
309,IMP,7,HICKORY ST,W FRENCH PLACE,W ASHBY PLACE,Both Sides,51958.8,2020,2020-03-09,2020-05-22,2020-03-05,2020-04-03,100.0,Sidewalks,Maitham Humoud,0,682.77,0.0,None Existing,HICKORY ST - Both Sides ( W FRENCH PLACE To W ASHBY PLACE ) ,707.9344098934432
425,IMP,1,N ELMENDORF,RUIZ ST,LEAL ST,East Side,23676.99,2020,2020-02-17,2020-03-30,2020-02-17,2020-02-28,100.0,Sidewalks,Daniel Carrion,0,311.13,0.0,None Existing,N ELMENDORF - East Side ( RUIZ ST To LEAL ST ) ,329.03442436945505
428,IMP,2,LEONIDAS DR,STOLNET,S WW WHITE RD,Both Sides,28220.92,2020,2020-03-06,2020-03-30,2019-12-16,2020-01-02,100.0,Sidewalks,Carmen Varela-Rivas,0,370.84,0.0,None Existing,LEONIDAS DR - Both Sides ( STOLNET To S WW WHITE RD ) ,370.84307786204533
429,IMP,2,ST JAMES,BURNET ST,DAWSON ST,Both Sides,128976.56,2020,2019-11-13,2020-02-29,2019-11-13,2020-02-18,100.0,Sidewalks,Carmen Varela-Rivas,0,1694.83,0.0,Existing/None Existing,ST JAMES - Both Sides ( BURNET ST To DAWSON ST ) ,1705.3290535272367
430,IMP,2,STOLNET,READWELL DR,MARTIN LUTHER KING DR,Both Sides,236395.52,2020,2019-12-23,2020-03-18,2019-11-14,2020-03-18,100.0,Sidewalks,Carmen Varela-Rivas,0,3106.38,0.0,Existing/None Existing,STOLNET - Both Sides ( READWELL DR To MARTIN LUTHER KING DR ) ,3103.455480655013
431,IMP,3,BUSHICK,SUBLETT DR,GOLIAD RD,Both Sides,135765.44,2020,2020-02-24,2020-04-30,2020-03-02,2020-03-29,100.0,Sidewalks,Karlo Jajliardo,0,1784.04,0.0,None Existing,BUSHICK - Both Sides ( SUBLETT DR To GOLIAD RD ) ,1784.043908931406
432,IMP,3,NOPAL ST,RIGSBY AVE,KAYTON AVE,Both Sides,50813.49,2020,2020-05-04,2020-06-05,2020-05-04,2020-05-20,100.0,Sidewalks,Karlo Jajliardo,0,667.72,0.0,None Existing,NOPAL ST - Both Sides ( RIGSBY AVE To KAYTON AVE ) ,667.720747270623
433,IMP,3,ROLAND AVE,PECAN VALLEY DR,TALISMAN,South Side,35578.27,2020,2020-05-25,2020-07-22,2020-05-27,2020-07-17,100.0,Sidewalks,Karlo Jajliardo,0,467.52,0.0,None Existing,ROLAND AVE - South Side ( PECAN VALLEY DR To TALISMAN ) ,467.5230683303027
